spindle_no,time,1.0_dist,2.0_dist,3.0_dist,4.0_dist,5.0_dist,6.0_dist,membership
0,4.4192,0.7051,0.5365,0.9648,0.8814,0.7495,0.8038,2
1,4.4199,0.6751,0.5456,0.2377,0.6136,0.5297,0.3856,3
2,4.4330,0.4512,0.4028,0.7863,0.6275,0.4956,0.5498,2
3,4.5126,0.8651,0.7946,1.2867,1.1042,1.0759,1.0769,2
4,4.5264,0.8684,0.6414,0.3784,0.8069,0.7229,0.5789,3
5,4.8350,0.4453,0.4087,0.7921,0.6216,0.4898,0.5440,2
6,4.8375,1.2520,1.0251,0.7620,1.1905,1.1066,0.9625,3
7,4.8763,1.1937,1.0250,1.4534,1.3700,1.2381,1.2923,2
8,5.2355,1.5888,1.3638,1.8558,1.4309,1.6451,1.6460,2
9,5.3573,0.5316,0.6603,1.0438,0.7726,0.5106,0.7079,5
10,5.4067,0.6455,0.4768,0.9051,0.8217,0.6899,0.7441,2
11,5.4109,0.8061,0.6680,1.1601,0.7352,0.9493,0.9503,2
12,7.5971,0.4108,0.4432,0.8267,0.5870,0.4552,0.5094,1
13,7.6176,0.8791,0.8086,1.3007,1.1182,1.0899,1.0909,2
14,7.6366,0.6973,0.5592,1.0512,0.6263,0.8405,0.8414,2
15,7.6537,0.3648,0.4892,0.8727,0.6015,0.4093,0.5368,1
16,7.8220,0.9200,0.6390,0.2532,0.7669,0.7864,0.5891,3
17,7.9614,0.6181,0.4494,0.8778,0.7943,0.6625,0.7167,2
18,8.1727,0.7856,0.6475,1.1395,0.7146,0.9288,0.9297,2
19,8.2016,0.6300,0.7004,0.3925,0.6333,0.4191,0.4182,3
20,8.2625,0.8238,0.6551,1.0834,1.0000,0.8682,0.9224,2
21,8.4801,0.3821,0.4719,0.8554,0.5843,0.4265,0.5195,1
22,8.5899,0.6344,0.5863,0.2784,0.5728,0.4889,0.3449,3
23,8.6270,0.4799,0.3741,0.7576,0.6561,0.5243,0.5785,2
24,8.8453,0.4887,0.3653,0.7488,0.6649,0.5331,0.5873,2
25,8.8987,0.6138,0.4452,0.8735,0.7901,0.6583,0.7125,2
26,9.0876,0.4052,0.4488,0.8322,0.5815,0.4497,0.5039,1
27,10.1094,0.3704,0.4836,0.8671,0.5960,0.4148,0.5312,1
28,10.1615,0.4160,0.4380,0.8215,0.5923,0.4604,0.5146,1
29,10.1681,0.5089,0.3451,0.7686,0.6851,0.5533,0.6075,2
30,10.2521,1.0920,0.8650,0.4802,1.0305,0.9465,0.8025,3
31,10.4811,0.5878,0.4191,0.8475,0.7640,0.6322,0.6864,2
