spindle_no,time,1.0_dist,2.0_dist,3.0_dist,4.0_dist,5.0_dist,6.0_dist,membership
0,0.1455,0.6774,0.7479,0.6349,0.6807,0.4666,0.4656,6
1,0.1504,0.6053,0.6757,0.8236,0.6086,0.3944,0.4877,5
2,0.1914,0.6334,0.7038,0.6273,0.6367,0.4225,0.4216,6
3,0.4451,0.6891,0.7596,0.6466,0.6924,0.4783,0.4773,6
4,0.5737,0.8961,0.6774,1.1694,0.7445,0.9587,0.9596,2
5,0.5847,0.3177,0.6010,0.9845,0.7133,0.4513,0.6486,1
6,0.5942,0.6305,0.7010,0.8489,0.6338,0.4197,0.5130,5
7,0.6121,0.6125,0.6829,0.8308,0.6158,0.4016,0.4949,5
8,0.6151,0.5370,0.6075,0.2806,0.5404,0.3262,0.3253,3
9,0.6154,0.6036,0.6740,0.8219,0.6069,0.3927,0.4861,5
10,0.6190,0.5924,0.6628,0.4220,0.5957,0.3815,0.3806,6
11,0.6252,0.6068,0.6772,0.8252,0.6101,0.3959,0.4893,5
12,0.6264,0.3744,0.6577,1.0412,0.7701,0.5080,0.7053,1
13,0.6366,0.6694,0.7399,0.6634,0.6728,0.4586,0.4576,6
14,0.6438,0.6093,0.6797,0.8277,0.6126,0.3984,0.4918,5
15,0.6531,0.3292,0.3996,0.5475,0.3325,0.1183,0.2117,5
16,0.6542,0.6730,0.7435,0.5026,0.6763,0.4622,0.4612,6
17,0.6585,0.6273,0.6978,0.6213,0.6306,0.4165,0.4155,6
18,0.6601,0.3085,0.3226,0.6652,0.1236,0.1656,0.2806,4
19,0.6615,0.3498,0.4203,0.5682,0.3531,0.1390,0.2323,5
20,0.6639,0.9251,0.9955,0.5035,0.9284,0.7142,0.7133,3
21,0.7012,0.6507,0.7211,0.6447,0.6540,0.4398,0.4389,6
22,0.7141,0.1685,0.3780,0.8252,0.2836,0.3794,0.4406,1
23,0.7218,0.1842,0.4675,0.8510,0.5798,0.3178,0.5151,1
24,0.7221,0.6449,0.6590,0.3146,0.5544,0.4459,0.3917,3
25,0.7244,0.3164,0.3868,0.7446,0.4735,0.2114,0.4088,5
26,0.7278,0.5600,0.6305,0.2808,0.5633,0.3492,0.3482,3
27,0.7400,0.7476,0.4643,0.1458,0.5857,0.6140,0.4167,3
28,0.7404,0.3239,0.3944,0.7522,0.4811,0.2190,0.4163,5
29,0.7442,0.5506,0.6210,0.3802,0.5539,0.3796,0.3388,6
30,0.7498,0.6250,0.6954,0.8433,0.6283,0.4141,0.5075,5
31,0.7501,0.6342,0.7046,0.4638,0.6375,0.4233,0.4224,6
32,0.7510,0.3185,0.6018,0.9853,0.7142,0.4521,0.6495,1
33,0.7639,0.6287,0.6992,0.8471,0.6321,0.4179,0.5112,5
34,0.7701,0.4411,0.5866,1.0338,0.4212,0.5347,0.6491,4
35,0.7852,0.5549,0.6254,0.2985,0.5583,0.3441,0.3431,3
36,0.8063,0.2373,0.3161,0.7633,0.3910,0.2346,0.3786,5
37,0.8089,0.6699,0.7403,0.6274,0.6732,0.4590,0.4581,6
38,0.8098,0.6179,0.6883,0.8362,0.6212,0.4070,0.5004,5
39,0.8104,0.6313,0.7017,0.8496,0.6346,0.4204,0.5138,5
40,0.8691,0.7517,0.7658,0.3609,0.4919,0.5528,0.4985,3
41,1.0412,1.1032,1.1736,0.6816,1.1065,0.8923,0.8914,3
42,1.2167,0.6139,0.6844,0.4435,0.6173,0.4031,0.4021,6
43,1.2626,0.3355,0.6188,1.0023,0.7311,0.4690,0.6664,1
44,1.3184,0.6552,0.7256,0.6127,0.6585,0.4443,0.4434,6
45,1.3553,0.6069,0.6773,0.8252,0.6102,0.3960,0.4893,5
46,1.3932,0.3668,0.3809,0.7236,0.1819,0.1949,0.3390,4
47,1.9618,0.6578,0.7283,0.6518,0.6611,0.4470,0.4460,6
48,2.1086,0.6246,0.6951,0.8430,0.6279,0.4138,0.5071,5
49,2.1145,0.6095,0.6799,0.4391,0.6128,0.3986,0.3977,6
50,2.1289,0.6229,0.6934,0.5804,0.6262,0.4121,0.4111,6
51,2.1462,0.2683,0.5516,0.9351,0.6640,0.4019,0.5993,1
52,2.1544,0.6510,0.7214,0.8694,0.6543,0.4401,0.5335,5
53,2.1670,0.5268,0.5973,0.2476,0.5301,0.3428,0.3150,3
54,2.1706,0.8640,0.6370,0.3322,0.8025,0.7185,0.5745,3
55,2.2090,0.1307,0.4140,0.7975,0.5263,0.2643,0.4616,1
56,2.2130,0.3172,0.6005,0.9840,0.7129,0.4508,0.6481,1
57,2.2165,0.5297,0.5438,0.5127,0.2699,0.3307,0.2765,4
58,2.2188,0.3886,0.6719,1.0554,0.7843,0.5222,0.7196,1
