spindle_no,time,1.0_dist,2.0_dist,3.0_dist,4.0_dist,5.0_dist,6.0_dist,membership
0,0.0025,0.6959,0.4126,0.8790,0.4541,0.6683,0.6692,2
1,0.0067,0.4212,0.3724,0.5463,0.3597,0.2757,0.2520,6
2,0.0101,0.3480,0.6313,1.0148,0.7436,0.4816,0.6789,1
3,0.0341,0.2631,0.2286,0.6121,0.4457,0.3138,0.3680,2
4,0.0371,0.6144,0.6370,0.1684,0.5699,0.4689,0.3548,3
5,0.0421,0.4131,0.4612,0.2773,0.3940,0.2676,0.1789,6
6,0.0556,0.8299,0.6030,0.4070,0.7684,0.6845,0.5404,3
7,0.0626,0.7061,0.7765,0.5357,0.7094,0.4952,0.4943,6
8,0.0642,0.6776,0.3943,0.2620,0.5509,0.5440,0.3467,3
9,0.0691,0.2992,0.4971,0.8805,0.6301,0.4982,0.5524,1
10,0.0722,0.4631,0.4145,0.3197,0.4016,0.3176,0.1736,6
11,0.0978,0.8614,0.6345,0.2522,0.7999,0.7160,0.5719,3
12,0.1021,0.4724,0.4052,0.3104,0.4109,0.3269,0.1829,6
13,0.1025,0.2612,0.0567,0.4782,0.2883,0.2335,0.2344,2
14,0.1055,0.8377,0.5544,0.3627,0.6186,0.7041,0.5068,3
15,0.1073,0.7883,0.8024,0.4257,0.4575,0.6347,0.5351,3
16,0.1157,0.6355,0.7060,0.6295,0.6389,0.4247,0.4237,6
17,0.1183,0.5595,0.6299,0.7778,0.5628,0.3486,0.4419,5
18,0.1197,0.6092,0.6797,0.8276,0.6126,0.3984,0.4917,5
19,0.1208,1.0768,1.1472,0.6552,1.0801,0.8659,0.8650,3
20,0.1217,0.4880,0.5021,0.3250,0.4261,0.2890,0.2348,6
21,0.1232,1.0366,1.1070,0.6150,1.0399,0.8257,0.8248,3
22,0.1248,0.6878,0.7582,0.6453,0.6911,0.4769,0.4760,6
23,0.1262,0.6547,0.6589,0.3093,0.5932,0.5092,0.3767,3
24,0.1270,0.6172,0.6876,0.3607,0.6205,0.4613,0.4054,3
25,0.1348,0.6739,0.7443,0.5035,0.6772,0.4630,0.4621,6
26,0.1350,0.9391,1.0096,0.5175,0.9424,0.7283,0.7273,3
27,0.1382,0.4076,0.4475,0.4675,0.3803,0.2622,0.1652,6
28,0.1394,0.3531,0.4235,0.7813,0.5102,0.2481,0.4455,5
29,0.1426,0.7013,0.7718,0.6953,0.7046,0.4905,0.4895,6
30,0.1432,0.6415,0.7119,0.6354,0.6448,0.4306,0.4297,6
31,0.1458,0.6688,0.7392,0.4984,0.6721,0.4579,0.4570,6
32,0.1499,0.6652,0.7356,0.4948,0.6685,0.4543,0.4534,6
33,0.1520,0.4021,0.4725,0.3045,0.4054,0.2440,0.1903,6
34,0.1542,0.6116,0.6820,0.8299,0.6149,0.4007,0.4941,5
35,0.1554,0.6897,0.7601,0.5193,0.6930,0.4788,0.4779,6
36,0.1602,0.6129,0.6122,0.5357,0.5514,0.4675,0.3300,6
37,0.1672,0.8908,0.7343,0.2423,0.8293,0.7454,0.6013,3
38,0.1678,0.6868,0.7573,0.6443,0.6901,0.4760,0.4750,6
39,0.1761,0.6972,0.5413,0.0892,0.6356,0.5517,0.4077,3
40,0.1830,0.6633,0.6503,0.3006,0.6018,0.5179,0.3738,3
41,0.1849,0.6140,0.6844,0.3575,0.6173,0.4645,0.4022,3
42,0.1894,0.7948,0.5115,0.1280,0.6681,0.6612,0.4638,3
43,0.1898,0.6511,0.6460,0.4052,0.5896,0.5057,0.3638,6
44,0.1949,0.6315,0.6199,0.1513,0.5700,0.4860,0.3420,3
45,0.2002,0.6395,0.7100,0.3831,0.6428,0.4390,0.4277,3
46,0.2056,0.5897,0.6601,0.5836,0.5930,0.4196,0.3779,6
47,0.2067,1.0421,1.1125,0.6205,1.0454,0.8312,0.8303,3
48,0.2090,0.8436,0.6166,0.1929,0.7821,0.6981,0.5541,3
49,0.2100,0.3608,0.1985,0.6268,0.5434,0.4116,0.4658,2
50,0.2109,0.7246,0.4977,0.0505,0.6631,0.5792,0.4351,3
51,0.2117,1.0760,0.9998,1.4918,1.0669,1.2811,1.2820,2
52,0.2138,1.4216,1.1383,0.9085,1.1137,1.2880,1.0907,3
53,0.2193,0.6071,0.6180,0.5415,0.5509,0.4617,0.3358,6
54,0.2235,0.3662,0.3323,0.6901,0.4585,0.3267,0.3809,5
55,0.2244,0.8817,0.5984,0.3259,0.4860,0.7481,0.5508,3
56,0.2271,0.6419,0.6552,0.4144,0.5881,0.4964,0.3730,6
57,0.2292,0.8552,0.6283,0.2651,0.7937,0.7098,0.5657,3
58,0.2315,0.3751,0.4455,0.8033,0.5322,0.2701,0.4675,5
59,0.2324,0.7639,0.5370,0.1132,0.7024,0.6185,0.4744,3
60,0.2339,0.7053,0.5105,0.0821,0.5786,0.5718,0.3744,3
61,0.2343,0.5787,0.6492,0.7971,0.5820,0.3679,0.4612,5
62,0.2451,0.6367,0.7072,0.6307,0.6401,0.4259,0.4249,6
63,0.2486,0.8312,0.9016,0.4096,0.8345,0.6642,0.6194,3
64,0.2488,0.6999,0.7703,0.5295,0.7032,0.4890,0.4881,6
65,0.2501,0.7952,0.5119,0.1284,0.6685,0.6616,0.4643,3
66,0.2554,0.7437,0.4604,0.9267,0.5018,0.7160,0.7169,2
67,0.2715,0.3543,0.4247,0.7825,0.5114,0.2493,0.4467,5
68,0.2912,0.9945,0.7515,0.4777,0.5989,0.8610,0.6636,3
69,0.2992,1.0871,0.8038,0.4519,0.6914,0.9535,0.7561,3
70,0.3027,0.7454,0.5518,0.3225,0.6839,0.5999,0.4559,3
71,0.3209,0.6229,0.6155,0.1634,0.5614,0.4775,0.3334,3
72,0.3295,0.3808,0.4512,0.6252,0.3841,0.1969,0.2893,5
73,0.3322,0.6471,0.6043,0.1357,0.5856,0.5017,0.3576,3
74,0.3416,0.3991,0.4695,0.3931,0.4024,0.2478,0.1873,6
75,0.3581,0.2415,0.3120,0.5910,0.3198,0.0734,0.2551,5
76,0.3755,0.4721,0.3440,0.4919,0.4105,0.3266,0.2768,6
77,0.3793,0.9434,0.6601,0.7780,0.5478,0.8098,0.6125,4
78,0.4469,1.0409,0.7576,0.9679,0.6453,0.9074,0.7581,4
79,0.4550,0.6401,0.7105,0.4697,0.6434,0.4411,0.4283,6
80,0.5506,0.6398,0.6434,0.2353,0.5783,0.4943,0.3612,3
81,0.5924,0.6594,0.7298,0.4890,0.6627,0.4485,0.4476,6
82,0.6075,1.0204,1.0908,0.5988,1.0237,0.8095,0.8086,3
83,0.6195,0.5872,0.3293,0.1716,0.4605,0.4536,0.2562,3
84,0.6844,0.5821,0.6525,0.8004,0.5854,0.3712,0.4646,5
85,0.6867,0.3117,0.1599,0.6519,0.4035,0.4412,0.4421,2
86,0.6871,0.8104,0.5271,0.1436,0.6837,0.6768,0.4794,3
87,0.6896,0.5446,0.3719,0.1948,0.4179,0.4110,0.2137,3
88,0.6959,0.6432,0.7136,0.6371,0.6465,0.4323,0.4314,6
89,0.6961,0.5783,0.6488,0.5723,0.5816,0.4309,0.3665,6
90,0.6985,0.6361,0.7065,0.3569,0.6394,0.4616,0.4243,3
91,0.6996,0.6360,0.6611,0.4203,0.5940,0.4906,0.3789,6
92,0.7006,0.6871,0.7576,0.5167,0.6905,0.4763,0.4753,6
