spindle_no,time,1.0_dist,2.0_dist,3.0_dist,4.0_dist,5.0_dist,6.0_dist,membership
0,0.0290,1.2325,1.1620,1.6541,1.2291,1.4433,1.4442,2
1,0.0723,2.0212,1.7379,1.3544,1.6255,1.8876,1.6903,3
2,0.1092,1.4186,1.1916,0.7444,1.3571,1.2731,1.1291,3
3,0.1135,0.4184,0.4510,0.8345,0.7493,0.6174,0.6716,1
4,0.1137,0.9901,0.7631,0.5549,0.9286,0.8446,0.7006,3
5,1.7429,0.3403,0.5688,0.9523,0.6811,0.4190,0.6164,1
6,2.8807,0.6482,0.7187,0.7562,0.6515,0.4374,0.4364,6
7,2.9227,0.5148,0.7981,1.1816,0.9104,0.6484,0.8457,1
8,2.9280,0.6136,0.6277,0.5382,0.2828,0.4146,0.3604,4
9,2.9496,0.6782,0.7487,0.5955,0.6815,0.4674,0.4664,6
10,2.9637,0.3096,0.5365,0.9837,0.6093,0.4550,0.5991,1
11,2.9672,0.3433,0.4137,0.5633,0.3466,0.1324,0.2274,5
12,2.9769,0.2980,0.5265,0.9099,0.6388,0.3767,0.5741,1
13,2.9814,0.3126,0.5410,0.9245,0.6534,0.3913,0.5887,1
14,2.9898,0.6606,0.7310,0.7262,0.6639,0.4497,0.4488,6
15,3.0086,0.7832,1.0102,1.4574,0.8448,0.9287,1.0727,1
16,3.0325,0.1445,0.4278,0.8113,0.5402,0.2781,0.4754,1
17,3.0348,0.6888,0.7593,0.6061,0.6922,0.4780,0.4771,6
18,3.0371,0.6026,0.6167,0.2629,0.5100,0.4036,0.3494,3
19,3.0429,0.6313,0.7018,0.5486,0.6346,0.4205,0.4195,6
20,3.0497,0.6012,0.6717,0.9696,0.6984,0.4364,0.6337,5
21,3.0584,0.9948,1.0652,0.5732,0.9981,0.7839,0.7830,3
22,3.0592,0.6172,0.6876,0.3404,0.6205,0.4063,0.4054,3
23,3.0770,1.0528,1.0668,1.0527,0.7219,0.9172,0.7995,4
24,3.1248,0.9279,0.9420,0.5136,0.5970,0.7444,0.6747,3
25,3.1470,0.3535,0.4240,0.7521,0.4809,0.2189,0.4162,5
26,3.1604,0.2861,0.5146,0.8980,0.6269,0.3648,0.5622,1
27,3.1716,0.2266,0.3987,0.8459,0.2333,0.3459,0.4613,1
28,3.2736,0.3510,0.4215,0.7194,0.4482,0.1862,0.3835,5
29,3.2859,0.5563,0.5938,1.0409,0.5530,0.7672,0.7681,4
30,3.3008,0.5806,0.6510,0.3715,0.5839,0.3697,0.3688,6
31,3.3820,0.1087,0.2090,0.6562,0.2870,0.1966,0.2716,1
32,3.4958,0.6447,0.7152,0.4357,0.6481,0.4339,0.4329,6
33,3.5452,0.3475,0.4180,0.7159,0.4448,0.1827,0.3800,5
34,3.5479,0.2623,0.3328,0.6307,0.3595,0.1063,0.2948,5
35,3.5716,0.4362,0.4503,0.7082,0.1054,0.2372,0.3236,4
36,3.5740,0.9984,1.0689,0.5768,1.0017,0.7876,0.7866,3
37,3.5787,0.3307,0.4012,0.7293,0.4581,0.1961,0.3934,5
38,3.5796,0.6913,0.7054,0.3139,0.4685,0.4923,0.4381,3
39,3.5821,0.6586,0.7291,0.5759,0.6619,0.4478,0.4468,6
40,3.5827,0.3899,0.4040,0.7656,0.2557,0.2369,0.3809,5
41,3.5939,0.6050,0.6755,0.3960,0.6084,0.3942,0.3932,6
42,3.6196,0.3356,0.4060,0.7341,0.4630,0.2009,0.3983,5
43,3.6228,0.4222,0.6491,1.0963,0.4837,0.5676,0.7117,1
44,3.6939,1.1709,1.2413,0.7493,1.1742,0.9600,0.9591,3
45,3.7165,0.6490,0.7194,0.7569,0.6523,0.4381,0.4372,6
46,3.7214,0.6535,0.7239,0.4444,0.6568,0.4426,0.4417,6
47,3.7305,0.6705,0.7410,0.5878,0.6738,0.4597,0.4587,6
48,3.7692,0.4889,0.5030,0.7608,0.1581,0.2899,0.3762,4
49,3.8924,0.6225,0.6930,0.7305,0.6259,0.4117,0.4107,6
50,4.5710,0.7987,0.8127,0.6101,0.4678,0.5997,0.5454,4
51,4.6895,0.5659,0.5800,0.2261,0.4732,0.4104,0.3127,3
52,4.7936,0.3141,0.5411,0.9882,0.6138,0.4595,0.6036,1
53,4.7940,0.5630,0.6334,0.3803,0.5663,0.3521,0.3512,6
54,4.8535,0.6260,0.6964,0.4169,0.6293,0.4151,0.4142,6
55,4.8699,0.6323,0.7028,0.7403,0.6356,0.4215,0.4205,6
56,4.8974,0.5685,0.6390,0.2917,0.5718,0.3577,0.3567,3
57,4.9194,0.6425,0.4824,0.9296,0.4276,0.6418,0.6427,4
58,4.9573,0.5907,0.6048,0.2510,0.4980,0.3917,0.3375,3
59,4.9582,0.6271,0.6975,0.7351,0.6304,0.4162,0.4153,6
60,4.9608,1.0060,1.0765,0.5844,1.0094,0.7952,0.7942,3
