spindle_no,time,1.0_dist,2.0_dist,3.0_dist,4.0_dist,5.0_dist,6.0_dist,membership
0,0.0351,0.5870,0.3601,0.7590,0.6755,0.5437,0.5979,2
1,0.0368,0.4739,0.4598,0.8882,0.8047,0.6729,0.7271,2
2,0.0384,1.1795,1.1654,1.5937,1.5103,1.3785,1.4327,2
3,0.0401,1.4388,1.2118,1.0091,1.3772,1.2933,1.1493,3
4,0.0426,0.4426,0.2416,0.6145,0.5311,0.3993,0.4535,2
5,0.0449,1.1825,0.9556,0.7529,1.1210,1.0371,0.8930,3
6,0.0451,1.2451,1.0182,0.8155,1.1836,1.0997,0.9556,3
7,0.0468,0.9084,0.8943,1.3227,1.2392,1.1074,1.1616,2
8,0.0501,0.4880,0.4739,0.9022,0.8188,0.6870,0.7412,2
9,0.0518,0.5705,0.5564,0.9847,0.9013,0.7695,0.8237,2
10,0.0534,0.6133,0.5992,1.0276,0.9441,0.8123,0.8665,2
11,0.0551,0.6095,0.5954,1.0237,0.9403,0.8085,0.8627,2
12,0.0568,1.0369,0.8099,0.4201,0.9753,0.8914,0.7474,3
13,0.0601,0.5620,0.5480,0.9763,0.8929,0.7610,0.8153,2
14,0.0618,0.5388,0.5247,0.9531,0.8697,0.7378,0.7920,2
15,0.0651,0.6647,0.6506,1.0790,0.9955,0.8637,0.9179,2
16,0.0668,0.9678,0.9537,1.3821,1.2986,1.1668,1.2210,2
17,0.0684,0.6726,0.6586,1.0869,1.0035,0.8716,0.9259,2
18,0.0710,0.3194,0.3899,0.7439,0.4727,0.2510,0.4080,5
19,0.0718,0.4457,0.4316,0.8600,0.7765,0.6447,0.6989,2
20,0.0784,0.5064,0.4923,0.9206,0.8372,0.7054,0.7596,2
21,0.0801,0.5357,0.5216,0.9499,0.8665,0.7347,0.7889,2
22,0.0851,0.3344,0.4502,0.8337,0.6653,0.5334,0.5876,1
23,0.0901,0.8718,0.8577,1.2861,1.2026,1.0708,1.1250,2
24,0.0918,0.4804,0.2535,0.6524,0.5689,0.4371,0.4913,2
25,0.3047,0.3754,0.4458,0.7998,0.5287,0.2666,0.4640,5
26,0.3229,0.4551,0.7384,1.1218,0.8507,0.5886,0.7860,1
27,0.4284,0.3482,0.6315,1.0150,0.7439,0.4818,0.6791,1
28,0.4296,0.4425,0.5129,0.8669,0.5958,0.3337,0.5311,5
29,0.5694,0.6186,0.6890,0.8321,0.6219,0.4077,0.4962,5
30,0.5856,0.7370,0.8075,0.5599,0.7403,0.5262,0.5252,6
31,0.6140,0.7212,0.7917,0.5441,0.7246,0.5104,0.5094,6
32,0.7151,0.6486,0.7191,0.8621,0.6519,0.4378,0.5263,5
33,0.8316,0.6734,0.7439,0.6615,0.6768,0.4626,0.4617,6
34,0.8713,0.6678,0.7383,0.6558,0.6711,0.4570,0.4560,6
35,1.1179,0.4574,0.5278,0.6970,0.4607,0.2465,0.3612,5
36,1.2314,0.4255,0.4959,0.5105,0.4288,0.2146,0.2137,6
37,1.4063,0.5070,0.2867,0.4679,0.4454,0.3615,0.3069,2
38,1.4791,0.2754,0.3150,0.4963,0.2478,0.0764,0.1222,5
39,1.6087,0.3904,0.6737,1.0572,0.7860,0.5240,0.7213,1
40,1.6413,0.2307,0.5140,0.8975,0.6263,0.3643,0.5616,1
41,1.6519,0.4436,0.5141,0.6572,0.4470,0.2328,0.3213,5
42,1.6651,0.3810,0.3048,0.4217,0.1909,0.2474,0.0500,6
43,1.6664,0.1130,0.2951,0.6785,0.4438,0.3120,0.3662,1
44,1.6699,0.2774,0.4091,0.7926,0.5215,0.2594,0.4568,5
45,1.6710,0.1633,0.4367,0.8202,0.5490,0.3623,0.4843,1
46,1.6718,1.0079,1.0784,0.5863,1.0112,0.7971,0.7961,3
47,1.6726,0.3503,0.6336,1.0171,0.7460,0.4839,0.6812,1
48,1.6837,0.1943,0.3367,0.7839,0.2753,0.2552,0.3993,1
49,1.7033,0.3579,0.6412,1.0246,0.7535,0.4914,0.6888,1
50,1.7788,0.4153,0.4858,0.8398,0.5687,0.3066,0.5039,5
51,1.7963,0.6152,0.6856,0.8287,0.6185,0.4043,0.4928,5
52,1.8238,0.6152,0.6856,0.8287,0.6185,0.4043,0.4928,5
53,1.8288,0.4149,0.4854,0.6546,0.4183,0.2041,0.3187,5
54,1.8946,0.7090,0.7795,0.6970,0.7123,0.4982,0.4972,6
55,1.9858,0.6495,0.7200,0.6375,0.6528,0.4387,0.4377,6
56,2.0342,0.6851,0.7555,0.6731,0.6884,0.4742,0.4733,6
57,2.0401,0.2334,0.5167,0.9002,0.6291,0.3670,0.5643,1
