spindle_no,time,1.0_dist,2.0_dist,3.0_dist,4.0_dist,5.0_dist,6.0_dist,membership
0,4.8614,0.7527,0.4694,0.1832,0.5866,0.6192,0.4218,3
1,5.0312,1.7905,1.7201,2.2121,1.7872,2.0014,2.0023,2
2,5.0643,0.8022,0.5189,0.3039,0.6620,0.6686,0.4713,3
3,5.1462,0.4797,0.4093,0.9013,0.7318,0.6906,0.6915,2
4,5.1806,0.9826,0.7556,0.9150,0.9211,0.8371,0.7540,6
5,5.2302,0.6952,0.4682,0.6276,0.6337,0.5498,0.4666,6
6,5.2616,0.5467,0.5763,0.6908,0.5092,0.4012,0.3550,6
7,5.2990,0.6654,0.5230,1.0150,0.5901,0.8043,0.8052,2
8,5.3036,0.5534,0.6239,0.7384,0.5568,0.3536,0.4025,5
9,5.3772,1.0401,0.7568,0.5418,0.8999,0.9065,0.7092,3
10,5.4279,0.6661,0.5957,1.0877,0.9182,0.8770,0.8779,2
11,5.5660,0.5634,0.5464,0.2153,0.4310,0.4298,0.2791,3
12,5.5794,0.6069,0.5161,0.6306,0.5453,0.4614,0.3782,6
13,5.5926,0.5758,0.5472,0.6617,0.5143,0.4303,0.3472,6
14,5.6516,0.9777,0.7508,0.9101,0.9162,0.8323,0.7491,6
15,5.8400,0.6340,0.4889,0.6034,0.5725,0.4886,0.4054,6
16,6.3091,1.0314,0.7481,0.4618,0.8652,0.8978,0.7005,3
17,8.3387,1.1246,0.8413,0.5550,0.9584,0.9910,0.7937,3
18,8.4572,0.5806,0.5423,0.6568,0.5191,0.4352,0.3520,6
19,10.9891,0.8412,0.6987,1.1907,0.7658,0.9800,0.9809,2
20,11.0786,0.5496,0.6200,0.7345,0.5529,0.3575,0.3986,5
21,11.0931,0.6799,0.3966,0.1816,0.5397,0.5463,0.3490,3
22,11.1632,0.6682,0.6823,0.4224,0.5929,0.4692,0.4150,6
23,13.1154,0.7119,0.4286,0.2136,0.5717,0.5784,0.3810,3
24,13.1398,0.6032,0.4095,0.1496,0.4630,0.4696,0.2723,3
25,13.7469,1.6782,1.3949,1.0114,1.2825,1.5446,1.3473,3
26,13.8490,1.3556,1.0723,0.6889,0.9600,1.2221,1.0247,3
27,14.0269,0.6418,0.7122,0.8267,0.6451,0.4309,0.4909,5
28,14.0388,0.5537,0.4590,0.1991,0.4135,0.4201,0.2228,3
