spindle_no,time,1.0_dist,2.0_dist,3.0_dist,4.0_dist,5.0_dist,6.0_dist,membership
0,0.0168,0.4117,0.3412,0.8333,0.6773,0.6225,0.6235,2
1,0.5634,0.3974,0.3011,0.6589,0.4897,0.3579,0.4121,2
2,0.6874,0.6221,0.6925,0.6160,0.6254,0.4112,0.4103,6
3,0.8596,1.2346,1.0077,0.9577,1.1731,1.0892,0.9451,6
4,0.8958,1.0258,1.0963,0.6042,1.0291,0.8430,0.8140,3
5,0.9267,0.6411,0.6560,0.4152,0.5889,0.4957,0.3738,6
6,1.2267,0.3876,0.3109,0.6687,0.4799,0.3481,0.4023,2
7,1.2331,0.7865,0.5595,0.1963,0.7249,0.6410,0.4970,3
8,1.2504,1.0326,1.1031,0.6110,1.0359,0.8362,0.8208,3
9,1.4146,1.1904,0.9071,0.7748,0.7947,1.0568,0.8595,3
10,1.4166,0.6749,0.5502,0.4737,0.6134,0.5295,0.3854,6
11,1.4250,0.6330,0.6502,0.2422,0.5831,0.4875,0.3680,3
12,1.4307,0.6158,0.6862,0.8341,0.6191,0.4049,0.4983,5
13,1.4470,0.4556,0.4609,0.2837,0.3849,0.3220,0.1936,6
14,1.4762,1.4418,1.1585,0.7750,1.2262,1.3082,1.1109,3
15,1.4858,0.7489,0.5219,0.4903,0.6873,0.6034,0.4594,6
16,1.5108,0.5413,0.6117,0.7596,0.5446,0.3324,0.4237,5
17,1.5229,0.7114,0.4845,0.4345,0.6499,0.5660,0.4219,6
18,1.5256,0.5302,0.2469,0.5163,0.2223,0.3966,0.3065,4
19,1.5447,0.4509,0.2239,0.5478,0.4643,0.3325,0.3867,2
20,1.5668,0.6383,0.7088,0.6323,0.6416,0.4275,0.4265,6
21,1.5766,1.0749,1.1454,0.6533,1.0782,0.8641,0.8631,3
22,1.5834,0.5411,0.3217,0.2825,0.4796,0.3956,0.2516,6
23,1.5938,0.6418,0.5834,0.5069,0.5803,0.4963,0.3523,6
24,1.5978,0.2479,0.3817,0.7652,0.5788,0.4469,0.5012,1
