spindle_no,time,1.0_dist,2.0_dist,3.0_dist,4.0_dist,5.0_dist,6.0_dist,membership
0,0.1003,1.0047,0.7777,0.3305,0.9432,0.8592,0.7152,3
1,3.3143,1.3210,1.0377,0.9432,1.0790,1.1874,0.9901,3
2,3.7480,0.4507,0.6388,1.0223,0.7816,0.6497,0.7039,1
3,3.7910,0.4780,0.5484,0.6564,0.4813,0.2671,0.3205,5
4,3.7942,1.0235,0.9326,1.4247,0.9998,1.2139,1.2149,2
5,3.7952,0.3781,0.4219,0.3618,0.3548,0.2327,0.1397,6
6,3.8449,0.9346,0.8902,0.3982,0.8731,0.7892,0.6451,3
7,3.8571,0.4533,0.7366,1.1201,0.8489,0.5868,0.7842,1
8,3.8957,0.1037,0.3870,0.7705,0.4994,0.2987,0.4346,1
9,3.8999,0.4104,0.4273,0.5832,0.3602,0.2649,0.2474,6
10,3.9367,0.5277,0.8110,1.1945,0.9234,0.6613,0.8586,1
11,4.0196,0.3735,0.5112,0.8947,0.6236,0.3962,0.5588,1
12,4.1072,0.4324,0.5029,0.6108,0.4357,0.2276,0.2750,5
13,4.1974,0.4279,0.5656,0.9491,0.6779,0.4159,0.6132,5
14,4.2388,0.4302,0.5679,0.9514,0.6803,0.4182,0.6156,5
15,4.2515,0.4717,0.7550,1.1385,0.8674,0.6053,0.8026,1
16,4.4167,0.1732,0.4565,0.8400,0.5689,0.3068,0.5041,1
17,4.4556,0.3873,0.6143,1.0614,0.4488,0.5327,0.6768,1
18,4.5896,0.4349,0.5727,0.9561,0.6850,0.4229,0.6203,5
19,4.8868,0.9290,0.9994,0.5074,0.9323,0.7181,0.7172,3
20,5.2471,0.4712,0.7545,1.1380,0.8668,0.6048,0.8021,1
21,5.5904,0.9396,1.0101,0.5180,0.9430,0.7288,0.7279,3
22,5.6625,0.4903,0.7736,1.1571,0.8859,0.6239,0.8212,1
23,5.9607,0.1191,0.4024,0.7859,0.5148,0.2833,0.4500,1
24,6.6873,0.1907,0.4740,0.8575,0.5864,0.3243,0.5217,1
25,6.7628,0.4396,0.7229,1.1064,0.8353,0.5732,0.7706,1
26,7.3044,0.4495,0.5872,0.9707,0.6995,0.4375,0.6348,5
27,7.7404,0.7107,0.9377,1.3848,0.7722,0.8561,1.0002,1
28,8.3158,0.4114,0.4819,0.5898,0.4147,0.2486,0.2540,5
29,8.3452,0.3436,0.5567,1.0039,0.3913,0.5544,0.6192,1
30,8.4162,0.4622,0.7456,1.1290,0.8579,0.5958,0.7932,1
31,9.0575,0.5246,0.8079,1.1914,0.9203,0.6582,0.8555,1
32,9.4351,0.4966,0.6344,1.0178,0.7467,0.4846,0.6820,5
33,9.7059,0.1780,0.3087,0.6922,0.5088,0.3770,0.4312,1
34,9.7085,1.0838,1.1542,0.6622,1.0871,0.8729,0.8720,3
35,9.7156,0.3694,0.5963,1.0435,0.5943,0.5590,0.6589,1
36,10.3579,0.1986,0.2881,0.6716,0.5294,0.3976,0.4518,1
37,10.4918,0.5271,0.6648,1.0483,0.7771,0.5151,0.7124,5
38,10.7624,0.4249,0.6646,1.0481,0.7770,0.6239,0.7123,1
39,10.9245,0.5026,0.7859,1.1694,0.8983,0.6362,0.8336,1
40,11.3308,0.5040,0.7309,1.1781,0.5655,0.6494,0.7935,1
41,11.7661,0.4172,0.5549,0.9384,0.6673,0.4052,0.6025,5
42,11.9623,0.4247,0.5624,0.9459,0.6748,0.4127,0.6100,5
43,12.0066,0.4612,0.5317,0.6397,0.4646,0.2504,0.3038,5
