spindle_no,time,1.0_dist,2.0_dist,3.0_dist,4.0_dist,5.0_dist,6.0_dist,membership
0,0.3134,0.9822,0.7113,0.3154,0.6945,0.8486,0.6513,3
1,0.3384,1.8807,1.5974,1.2261,1.4851,1.7472,1.5498,3
2,0.4128,0.7981,0.8686,0.5734,0.8014,0.5873,0.5863,3
3,0.6513,0.5636,0.8469,1.2304,0.9593,0.7528,0.8945,1
4,0.6826,0.7187,0.7847,0.2926,0.7176,0.5732,0.5024,3
5,0.6939,0.9124,0.7811,0.3528,0.6247,0.7788,0.5815,3
6,0.6953,1.4040,1.4180,0.9897,1.0731,1.2050,1.1507,3
7,0.7676,0.8495,0.8636,0.4352,0.6266,0.6964,0.5963,3
8,0.7681,0.9000,0.9704,0.6753,0.9033,0.6891,0.6882,3
9,0.7872,1.0697,1.0838,0.6676,0.7389,0.8960,0.8165,3
10,0.8762,0.8210,0.8914,0.5963,0.8243,0.6101,0.6092,3
11,0.8808,0.8872,0.9576,0.6625,0.8905,0.6763,0.6754,3
12,1.2877,0.8260,0.8964,0.6013,0.8293,0.6151,0.6142,3
13,1.9718,0.8091,0.8795,0.5844,0.8124,0.5982,0.5973,3
14,5.5399,0.8028,0.8732,0.5781,0.8061,0.5919,0.5910,3
