spindle_no,time,1.0_dist,2.0_dist,3.0_dist,4.0_dist,5.0_dist,6.0_dist,membership
0,0.2667,0.5835,0.5060,0.6539,0.5220,0.4381,0.3883,6
1,0.4002,0.5946,0.4950,0.6429,0.5330,0.4491,0.3993,6
2,0.5049,0.6461,0.5977,0.3569,0.5846,0.5006,0.3566,6
3,0.5554,0.6874,0.5565,0.3156,0.6259,0.5419,0.3979,3
4,0.5698,0.5318,0.5577,0.7056,0.4906,0.3864,0.3698,6
5,1.0352,0.5352,0.3083,0.5270,0.4737,0.3898,0.3660,2
6,1.1611,1.0045,0.8379,0.3459,0.9430,0.8591,0.7150,3
7,1.2966,0.5434,0.6139,0.7618,0.5468,0.3326,0.4259,5
8,1.3000,0.1591,0.2214,0.6048,0.3337,0.1861,0.2690,1
9,1.3452,1.0847,0.8578,0.4106,1.0232,0.9393,0.7952,3
10,1.4064,0.5336,0.6040,0.7519,0.5369,0.3401,0.4161,5
11,1.5792,0.6703,0.5287,0.4522,0.6088,0.5249,0.3808,6
12,1.5802,0.6258,0.3425,0.2831,0.4315,0.4922,0.2949,3
13,1.5830,0.6383,0.3935,0.3687,0.5589,0.5047,0.3309,6
14,1.5873,0.5545,0.5350,0.6830,0.4930,0.4091,0.3593,6
15,3.0689,0.7853,0.5405,0.1419,0.7060,0.6517,0.4780,3
16,3.1604,1.2388,0.9554,0.5720,0.8431,1.1052,0.9078,3
17,3.1612,1.3482,1.0649,0.7330,0.9525,1.2146,1.0172,3
18,3.5987,0.9481,0.6648,1.0523,0.6274,0.8416,0.8425,4
19,3.6095,0.4173,0.3312,0.3513,0.3557,0.2718,0.1278,6
20,3.6154,1.0611,0.8341,0.3870,0.9996,0.9157,0.7716,3
21,3.6659,0.6252,0.3983,0.6170,0.5637,0.4798,0.4560,2
22,3.6713,0.5642,0.5254,0.6733,0.5027,0.4187,0.3690,6
23,3.8056,1.1767,0.8934,0.6636,0.7810,1.0431,0.8458,3
24,3.8219,1.8941,1.6108,1.2273,1.4984,1.7605,1.5632,3
25,3.8590,0.3645,0.1784,0.6068,0.5234,0.3915,0.4457,2
26,3.8627,0.7354,0.5085,0.3125,0.6739,0.5900,0.4459,3
27,3.8728,0.7544,0.5274,0.7202,0.6929,0.6089,0.5592,2
28,3.8731,0.7555,0.5285,0.1654,0.6940,0.6101,0.4660,3
29,3.8767,0.6532,0.5234,0.1154,0.5916,0.5077,0.3637,3
30,3.8891,0.4958,0.2125,0.6789,0.3358,0.4682,0.4691,2
31,3.9018,0.6289,0.4019,0.8046,0.7212,0.5893,0.6436,2
32,3.9228,1.0821,0.7988,0.6071,0.6864,0.9485,0.7512,3
33,3.9396,0.4037,0.3318,0.4798,0.3422,0.2583,0.2085,6
34,3.9537,0.6563,0.5427,0.4662,0.5948,0.5108,0.3668,6
35,3.9586,0.4336,0.3149,0.3349,0.3721,0.2882,0.1441,6
36,3.9594,0.6628,0.3795,0.6360,0.4640,0.5293,0.4262,2
37,3.9875,0.6188,0.6250,0.3842,0.5579,0.4734,0.3428,6
38,3.9999,0.5656,0.3387,0.7414,0.6579,0.5261,0.5803,2
39,4.0311,0.6298,0.3465,0.6203,0.4355,0.4962,0.4104,2
40,4.0419,0.8517,0.6069,0.2083,0.7724,0.7181,0.5444,3
41,4.1383,0.9923,0.7653,0.4605,0.9307,0.8468,0.7027,3
42,4.1437,0.3363,0.3088,0.6667,0.4286,0.2968,0.3510,5
43,4.1524,0.3633,0.4058,0.7893,0.6941,0.5623,0.6165,1
44,4.1580,0.2965,0.3669,0.7247,0.4536,0.2387,0.3889,5
45,4.1686,0.3279,0.3983,0.7562,0.4851,0.2230,0.4203,5
46,4.1763,0.4174,0.2278,0.5931,0.5097,0.3779,0.4321,2
47,4.1795,0.5731,0.6436,0.7915,0.5765,0.3623,0.4556,5
48,4.1883,0.3718,0.2734,0.6312,0.4641,0.3322,0.3865,2
49,4.2005,0.6585,0.5724,0.4595,0.5970,0.5130,0.3690,6
50,4.2054,0.3422,0.4269,0.8103,0.6731,0.5412,0.5955,1
51,4.2153,0.6383,0.6055,0.3647,0.5768,0.4929,0.3488,6
52,4.2494,0.4322,0.3163,0.3363,0.3707,0.2867,0.1427,6
53,4.2714,0.3658,0.3995,0.3982,0.3324,0.2203,0.1173,6
54,4.2731,0.8246,0.5976,0.4017,0.7631,0.6791,0.5351,3
55,4.3252,0.7226,0.5428,0.3188,0.3269,0.5890,0.3917,3
56,4.5448,0.5394,0.6098,0.7577,0.5427,0.3343,0.4218,5
57,4.6112,0.5886,0.3616,0.7643,0.6809,0.5490,0.6033,2
58,4.7292,0.4908,0.2639,0.4827,0.4293,0.3454,0.3216,2
59,4.7344,0.4663,0.2822,0.3042,0.4048,0.3209,0.1768,6
60,4.8192,0.3876,0.3608,0.3809,0.3261,0.2422,0.0981,6
61,4.8204,0.6737,0.7441,0.6311,0.6770,0.4628,0.4619,6
62,5.0540,0.5986,0.4125,0.8409,0.7574,0.6256,0.6798,2
63,5.0725,0.2920,0.1297,0.5580,0.4746,0.3427,0.3970,2
64,5.1606,0.4506,0.2058,0.5548,0.4463,0.3441,0.3686,2
65,5.1627,0.9233,0.6400,0.7686,0.5276,0.7897,0.5924,4
66,5.1639,0.3543,0.2237,0.4526,0.1600,0.2207,0.1349,6
67,5.1676,0.6543,0.5766,0.4636,0.5928,0.5089,0.3648,6
68,5.1802,0.3497,0.2955,0.6533,0.4420,0.3101,0.3644,2
69,5.1855,0.5966,0.6670,0.5905,0.5999,0.3866,0.3848,6
70,5.1947,0.5952,0.6656,0.8135,0.5985,0.3843,0.4776,5
71,5.1949,0.6005,0.6710,0.4302,0.6039,0.4274,0.3888,6
72,5.2140,0.5677,0.6203,0.1768,0.5532,0.3815,0.3381,3
73,5.2605,0.6952,0.4683,0.6611,0.6337,0.5498,0.5000,2
74,5.3495,0.4688,0.2449,0.7045,0.2796,0.4938,0.4947,2
75,5.3504,0.7563,0.7106,0.9932,0.3805,0.6227,0.6085,4
76,5.3512,1.3609,1.0776,1.3943,0.9694,1.2273,1.1845,4
77,5.3706,0.3714,0.4418,0.7996,0.5285,0.2664,0.4638,5
78,5.3715,0.4371,0.3245,0.2549,0.3577,0.3035,0.1297,6
79,5.3724,0.3661,0.6494,1.0329,0.7618,0.4997,0.6970,1
80,5.3739,0.6212,0.6916,0.8395,0.6245,0.4103,0.5037,5
81,5.3775,0.4791,0.1957,0.4695,0.2848,0.3455,0.2597,2
82,5.3956,0.2782,0.5393,0.9228,0.6517,0.4772,0.5869,1
83,5.4016,0.2894,0.3598,0.7176,0.4465,0.2458,0.3818,5
84,5.4168,0.1564,0.2240,0.6075,0.3364,0.1834,0.2716,1
85,5.4175,0.6486,0.7191,0.8670,0.6519,0.4378,0.5311,5
86,5.4177,0.5778,0.6371,0.3102,0.5700,0.4324,0.3549,3
87,5.4223,0.2604,0.5087,0.8922,0.6211,0.4594,0.5563,1
88,5.4262,0.4693,0.2923,0.2227,0.3899,0.3357,0.1619,6
89,5.4319,0.3445,0.4149,0.5628,0.3478,0.1752,0.2270,5
90,5.4561,0.5575,0.6279,0.7758,0.5608,0.3466,0.4399,5
91,5.4570,0.6561,0.7265,0.6135,0.6594,0.4452,0.4443,6
92,5.4666,0.5380,0.5516,0.6995,0.4844,0.3926,0.3636,6
93,5.5137,0.5580,0.6284,0.7763,0.5613,0.3471,0.4404,5
94,5.7454,0.6279,0.6983,0.8462,0.6312,0.4170,0.5103,5
95,5.7576,0.5842,0.6547,0.8026,0.5876,0.3734,0.4667,5
96,5.7584,0.5883,0.6588,0.8067,0.5916,0.3775,0.4708,5
97,5.8048,0.6046,0.6751,0.4342,0.6080,0.4233,0.3928,6
98,5.8240,0.5902,0.6606,0.5841,0.5935,0.3930,0.3784,6
99,5.8576,0.6145,0.6849,0.4441,0.6178,0.4135,0.4027,6
100,5.8753,0.3213,0.3918,0.7496,0.4785,0.2164,0.4137,5
101,5.8766,0.3494,0.3353,0.7636,0.6802,0.5484,0.6026,2
102,5.9521,0.6032,0.6277,0.5148,0.5606,0.4577,0.3455,6
103,6.0171,0.5266,0.5970,0.7449,0.5299,0.3471,0.4091,5
104,6.0194,0.5744,0.6022,0.1941,0.5350,0.4290,0.3199,3
105,6.0355,0.5661,0.6366,0.7845,0.5694,0.3553,0.4486,5
106,6.0730,0.6675,0.5634,0.4505,0.6060,0.5220,0.3780,6
107,6.0749,1.2179,0.9346,0.8672,0.8222,1.0843,0.8869,4
108,6.0809,0.5081,0.2633,0.2385,0.4287,0.3745,0.2007,6
109,6.0878,1.8496,1.5663,1.1828,1.4539,1.7160,1.5186,3
110,6.0923,0.9214,0.9211,0.4291,0.8599,0.7759,0.6389,3
111,6.1079,1.2367,0.9534,0.6539,0.8410,1.1031,0.9058,3
112,6.1367,0.2014,0.1662,0.4859,0.2218,0.1151,0.1442,5
113,6.2210,0.3446,0.3006,0.6584,0.4369,0.3051,0.3593,2
114,6.2242,0.3872,0.2249,0.6533,0.5698,0.4380,0.4922,2
