spindle_no,time,1.0_dist,2.0_dist,3.0_dist,4.0_dist,5.0_dist,6.0_dist,membership
0,0.3353,0.3812,0.4728,0.8563,0.5852,0.4346,0.5204,1
1,0.3659,0.3718,0.5096,0.8931,0.6219,0.3978,0.5572,1
2,0.4927,0.2356,0.5189,0.9024,0.6313,0.3692,0.5666,1
3,0.5284,1.1724,1.2429,0.7508,1.1757,0.9616,0.9606,3
4,0.5780,0.3732,0.5110,0.8944,0.6233,0.3964,0.5586,1
5,0.6663,0.4546,0.4488,0.5568,0.3931,0.3091,0.2209,6
6,0.8261,0.4529,0.4113,0.5672,0.3914,0.3075,0.2657,6
7,0.9034,0.4072,0.4468,0.8303,0.5924,0.4606,0.5148,1
8,1.4893,0.4297,0.4345,0.5904,0.3682,0.2843,0.2545,6
9,1.5931,0.1555,0.1617,0.6089,0.2847,0.2549,0.2559,1
10,1.5992,0.4013,0.4718,0.6277,0.4047,0.2470,0.2918,5
11,2.1543,0.8547,0.9252,0.4331,0.8581,0.6439,0.6429,3
12,2.2891,0.4524,0.4118,0.5677,0.3909,0.3069,0.2651,6
13,2.2895,0.5440,0.6144,0.7703,0.5473,0.3331,0.4344,5
14,2.3487,0.5333,0.3701,0.4781,0.4718,0.3878,0.2981,6
15,2.5899,0.4177,0.4881,0.4280,0.4210,0.2205,0.2059,6
16,2.6007,0.3865,0.5242,0.9077,0.6365,0.3832,0.5718,5
17,2.6131,0.3293,0.3152,0.7435,0.6601,0.5283,0.5825,2
18,2.6180,0.5455,0.3579,0.4714,0.4840,0.4001,0.3104,6
19,2.6202,0.4187,0.5564,0.9399,0.6688,0.4067,0.6041,5
20,2.6460,0.4323,0.5028,0.6108,0.4357,0.2552,0.2749,5
21,2.6531,0.4564,0.7269,1.1104,0.8393,0.6554,0.7745,1
22,3.3355,0.5026,0.6403,1.0238,0.7526,0.4906,0.6879,5
23,3.4959,0.4497,0.4044,0.3443,0.3882,0.3042,0.1602,6
24,3.5029,0.4348,0.4686,0.5766,0.4015,0.2894,0.2407,6
25,3.5609,0.5140,0.3401,0.2800,0.4524,0.3685,0.2245,6
26,3.5763,0.4834,0.5539,0.4938,0.4868,0.2726,0.2716,6
27,3.5861,0.4253,0.4957,0.6516,0.4286,0.2230,0.3158,5
28,3.6026,0.1505,0.3903,0.7738,0.5026,0.3495,0.4379,1
29,3.6402,0.8277,0.5444,0.3732,0.4499,0.6941,0.4968,3
30,3.6513,1.0192,0.7359,0.5647,0.6414,0.8857,0.6883,3
31,3.6683,0.6698,0.5367,0.3206,0.2920,0.5362,0.3389,4
32,3.6687,0.3729,0.3588,0.7871,0.7037,0.5719,0.6261,2
33,3.6825,0.4811,0.5515,0.7074,0.4844,0.2702,0.3716,5
34,3.6932,0.5247,0.4543,0.9463,0.5306,0.7356,0.7365,2
35,3.7127,0.4309,0.5013,0.6572,0.4342,0.2200,0.3214,5
36,3.7714,0.8611,0.5778,0.3816,0.4746,0.7275,0.5302,3
37,3.7725,0.4824,0.3818,0.5377,0.4209,0.3369,0.2951,6
38,3.7784,0.1884,0.3523,0.7358,0.5193,0.3874,0.4417,1
39,3.7996,0.4420,0.5125,0.6204,0.4453,0.2455,0.2846,5
40,3.8021,0.4724,0.3817,0.3216,0.4108,0.3269,0.1829,6
41,3.8023,0.9062,0.7345,0.2424,0.8447,0.7608,0.6167,3
42,3.8057,0.7829,0.4996,0.3283,0.4051,0.6493,0.4519,3
43,3.8533,0.3971,0.4676,0.6235,0.4005,0.2512,0.2876,5
44,3.9054,0.4581,0.5286,0.6366,0.4615,0.2473,0.3007,5
45,3.9396,0.4603,0.5980,0.9815,0.7104,0.4483,0.6457,5
46,3.9686,0.4121,0.4420,0.3819,0.3749,0.2666,0.1597,6
47,3.9942,0.1342,0.2497,0.6969,0.3282,0.1682,0.3123,1
48,4.1879,0.4145,0.4496,0.6055,0.3825,0.2691,0.2697,5
49,4.2005,0.4266,0.4275,0.3674,0.3651,0.2811,0.1452,6
50,4.2661,0.7541,0.6836,1.1757,0.7508,0.9649,0.9659,2
51,4.2671,0.4251,0.4783,0.5863,0.4112,0.2797,0.2504,6
52,4.2709,0.6069,0.3909,0.8829,0.4580,0.6722,0.6731,2
53,4.2914,1.6455,1.5750,2.0671,1.6421,1.8563,1.8572,2
54,4.3334,1.1922,0.9089,0.6581,0.7965,1.0586,0.8613,3
55,4.3416,0.1376,0.1795,0.6267,0.2668,0.2371,0.2421,1
56,4.3474,1.0875,1.1579,0.6659,1.0908,0.8766,0.8757,3
57,4.4503,0.4903,0.3637,0.3037,0.4288,0.3449,0.2008,6
58,4.5351,0.4128,0.4412,0.8247,0.5980,0.4662,0.5204,1
59,4.5549,0.4660,0.3981,0.5540,0.4045,0.3206,0.2788,6
60,4.6035,0.4947,0.3694,0.5253,0.4332,0.3493,0.3075,6
61,4.6209,0.4792,0.5497,0.4896,0.4826,0.2684,0.2675,6
62,4.9005,0.4117,0.5494,0.9329,0.6618,0.3997,0.5971,5
63,4.9770,0.3897,0.5274,0.9109,0.6398,0.3800,0.5750,5
64,5.0409,0.4308,0.5012,0.6571,0.4341,0.2199,0.3213,5
65,5.1773,0.4060,0.4764,0.6323,0.4093,0.2423,0.2964,5
66,5.2106,0.4297,0.2143,0.5607,0.1306,0.3269,0.3279,4
67,5.3328,0.4288,0.4992,0.6072,0.4321,0.2587,0.2713,5
68,5.9586,0.4667,0.3975,0.5534,0.4052,0.3212,0.2794,6
69,6.1401,0.4224,0.4317,0.3716,0.3645,0.2769,0.1494,6
70,6.1457,0.4086,0.4555,0.6114,0.3884,0.2632,0.2756,5
71,6.1579,0.6354,0.4085,0.3933,0.5739,0.4900,0.3459,6
72,6.1782,0.8266,0.8970,0.4050,0.8299,0.6157,0.6148,3
73,6.2574,0.3966,0.5343,0.9178,0.6466,0.3846,0.5819,5
74,6.4633,0.4958,0.4077,0.5156,0.4342,0.3503,0.2606,6
75,6.4650,0.4233,0.4801,0.5881,0.4130,0.2779,0.2522,6
76,6.6201,0.4507,0.5211,0.6770,0.4540,0.2398,0.3411,5
77,6.6336,0.9771,0.6937,0.7422,0.5814,0.8435,0.6461,4
78,6.9054,0.4083,0.5460,0.9295,0.6584,0.3963,0.5936,5
79,6.9709,0.5617,0.3347,0.3195,0.5002,0.4162,0.2722,6
80,7.0799,0.4666,0.3976,0.5535,0.4051,0.3211,0.2793,6
81,7.1911,0.3971,0.5348,0.9183,0.6472,0.3851,0.5824,5
82,7.2275,0.5271,0.6648,1.0483,0.7771,0.5151,0.7124,5
83,7.3431,0.5188,0.5892,0.6972,0.5221,0.3079,0.3613,5
84,7.3599,0.5023,0.5728,0.6807,0.5056,0.2915,0.3449,5
85,7.4797,0.4001,0.5378,0.9213,0.6502,0.3881,0.5855,5
86,7.5642,0.4055,0.4760,0.6319,0.4088,0.2428,0.2960,5
87,7.5816,0.6153,0.3320,0.2674,0.4636,0.4817,0.2844,3
88,7.6411,0.4665,0.7498,1.1333,0.8622,0.6001,0.7974,1
89,7.7991,0.4230,0.7063,1.0898,0.8187,0.6098,0.7539,1
90,7.9173,0.4154,0.4859,0.6418,0.4187,0.2329,0.3059,5
91,7.9562,0.4242,0.4400,0.5959,0.3728,0.2788,0.2600,6
92,8.0349,0.4169,0.4874,0.6433,0.4202,0.2314,0.3074,5
93,8.1024,0.4806,0.5510,0.6590,0.4839,0.2697,0.3232,5
94,8.1106,0.5068,0.3473,0.2872,0.4452,0.3613,0.2173,6
95,8.1308,0.4008,0.4532,0.8367,0.5860,0.4542,0.5084,1
96,8.1399,0.8897,0.6225,0.3556,0.4940,0.7561,0.5588,3
97,8.1657,0.4278,0.4263,0.3662,0.3662,0.2823,0.1441,6
98,8.1753,0.5813,0.3653,0.8573,0.6676,0.6466,0.6475,2
99,8.1854,0.5029,0.5733,0.6813,0.5062,0.2920,0.3454,5
100,8.2598,0.4599,0.4043,0.5602,0.3984,0.3145,0.2727,6
101,8.6370,0.4282,0.4986,0.4386,0.4315,0.2173,0.2164,6
102,8.7748,0.4916,0.6293,1.0128,0.7417,0.4796,0.6769,5
103,8.8306,1.1159,1.1863,0.6943,1.1192,0.9050,0.9041,3
104,8.9400,0.4635,0.5340,0.6419,0.4668,0.2527,0.3061,5
105,9.6217,0.3776,0.3917,0.7381,0.1433,0.2094,0.3535,4
106,9.6479,0.8262,0.5429,0.3717,0.4484,0.6926,0.4953,3
107,9.7745,0.1841,0.1331,0.5803,0.3133,0.2835,0.2844,2
108,9.7773,0.5521,0.3252,0.3100,0.4906,0.4067,0.2626,6
109,9.8219,0.4382,0.5759,0.9594,0.6882,0.4262,0.6235,5
110,10.3067,0.1469,0.1789,0.6261,0.2488,0.2122,0.2415,1
111,10.3362,0.4782,0.3759,0.3158,0.4166,0.3327,0.1887,6
112,10.3559,0.7535,0.4702,0.3757,0.5931,0.6199,0.4226,3
113,10.3987,0.1652,0.2466,0.6937,0.3164,0.1650,0.3091,5
114,10.4216,0.4696,0.6073,0.9908,0.7196,0.4576,0.6549,5
115,10.4578,0.4873,0.5014,0.3919,0.4004,0.2883,0.2341,6
116,10.4663,0.5199,0.6576,1.0411,0.7699,0.5079,0.7052,5
117,10.8692,0.4343,0.5047,0.6127,0.4376,0.2532,0.2768,5
118,10.9220,0.4751,0.6129,0.9964,0.7252,0.4631,0.6605,5
119,10.9231,0.4076,0.5454,0.9288,0.6577,0.3956,0.5930,5
120,10.9542,0.6331,0.4061,0.3909,0.5715,0.4876,0.3436,6
121,11.0630,0.5092,0.5796,0.6876,0.5125,0.2983,0.3518,5
122,11.0727,0.4649,0.6522,1.0357,0.7957,0.6639,0.7181,1
123,11.1321,0.3908,0.5285,0.9120,0.6408,0.3789,0.5761,5
124,11.1420,0.4083,0.5460,0.9295,0.6584,0.3963,0.5936,5
125,11.2094,0.4278,0.6893,1.0728,0.8017,0.6268,0.7369,1
126,11.2290,0.4869,0.6246,1.0081,0.7369,0.4749,0.6722,5
127,11.2421,0.3214,0.5127,0.9599,0.5826,0.5322,0.5753,1
