spindle_no,time,1.0_dist,2.0_dist,3.0_dist,4.0_dist,5.0_dist,6.0_dist,membership
0,0.0034,0.5470,0.5329,0.9613,0.8778,0.7460,0.8002,2
1,0.0076,0.6182,0.9016,1.2850,1.0139,0.7518,0.9492,1
2,0.0101,0.6349,0.4079,0.8106,0.7272,0.5953,0.6496,2
3,0.0614,0.3343,0.3554,0.7133,0.4421,0.2947,0.3774,5
4,0.4594,0.2195,0.2900,0.5689,0.2978,0.0734,0.2331,5
5,0.4664,0.6024,0.6728,0.8208,0.6057,0.3916,0.4849,5
6,0.4746,0.3207,0.2891,0.7363,0.2604,0.4746,0.4755,4
7,0.4827,1.1477,0.9890,0.8627,0.7521,1.0141,0.8168,4
8,0.4960,0.4878,0.3678,0.2730,0.4263,0.3423,0.1983,6
9,0.4971,1.1459,0.9190,0.5558,1.0844,1.0005,0.8564,3
10,0.4993,0.6117,0.6821,0.6057,0.6150,0.4009,0.3999,6
11,0.5074,0.3683,0.4388,0.6127,0.3716,0.1963,0.2768,5
12,0.5203,0.7537,0.6263,1.1183,0.6934,0.9076,0.9085,2
13,0.5278,0.4415,0.3941,0.2327,0.3799,0.3070,0.1520,6
14,0.5463,0.5971,0.6675,0.5910,0.6004,0.4079,0.3853,6
15,0.5597,0.4126,0.4830,0.6309,0.4159,0.2017,0.2951,5
16,0.5614,0.3772,0.4255,0.5735,0.3584,0.2318,0.2376,5
17,0.5710,0.9870,0.7037,1.0554,0.7718,0.8534,0.8456,2
18,0.5727,0.1141,0.1701,0.5601,0.3469,0.2261,0.2693,1
19,0.5837,0.1743,0.1884,0.6099,0.2355,0.1325,0.2253,5
20,0.5901,0.3920,0.4625,0.8203,0.5492,0.2871,0.4844,5
21,0.5917,0.3315,0.3456,0.4678,0.2388,0.1688,0.0832,6
22,0.5927,0.7720,0.5222,0.3931,0.3763,0.6384,0.4411,4
23,0.5999,0.9033,0.7891,1.2811,0.8562,1.0704,1.0713,2
24,0.6019,0.5267,0.4629,0.9101,0.3220,0.5362,0.5371,4
25,0.6266,0.4185,0.3620,0.5359,0.3570,0.2731,0.2493,6
26,0.7176,0.6093,0.5136,1.0056,0.5807,0.7949,0.7958,2
27,0.7183,0.7588,0.5215,0.3912,0.3631,0.6252,0.4279,4
28,0.7526,1.0167,0.7334,0.9211,0.6211,0.8831,0.7113,4
29,0.7701,0.5429,0.4820,0.7039,0.1473,0.4093,0.3193,4
30,0.8313,0.6940,0.5944,0.3535,0.6325,0.5486,0.4045,3
31,0.8688,0.6694,0.4650,0.8605,0.4015,0.6157,0.6167,4
32,0.8732,0.1995,0.2746,0.6580,0.3869,0.2503,0.3222,1
33,0.8772,0.4810,0.3546,0.1932,0.4195,0.3465,0.1915,6
34,0.8826,0.3723,0.3174,0.6752,0.4646,0.3328,0.3870,2
