spindle_no,time,1.0_dist,2.0_dist,3.0_dist,4.0_dist,5.0_dist,6.0_dist,membership
0,1.3963,1.9536,1.6703,1.4367,1.5579,1.8200,1.6227,3
1,1.4200,0.3701,0.3831,0.7843,0.7009,0.5691,0.6233,1
2,1.4779,0.8816,0.6546,0.5865,0.8201,0.7361,0.5921,3
3,1.4819,0.3687,0.1826,0.6110,0.5275,0.3957,0.4499,2
4,1.4866,0.4640,0.2370,0.4298,0.4024,0.3185,0.2687,2
5,1.5113,0.4897,0.4756,0.9040,0.8206,0.6887,0.7429,2
6,1.5743,0.8970,0.6700,0.6019,0.8355,0.7515,0.6075,3
7,1.7330,0.8203,0.5933,0.5617,0.7588,0.6748,0.5308,6
8,1.7440,0.4409,0.2453,0.2788,0.3794,0.2954,0.1514,6
9,1.7523,0.6997,0.4164,0.4301,0.5422,0.5661,0.3687,6
10,1.7941,0.6652,0.5498,0.4368,0.6037,0.5198,0.3757,6
11,1.7948,0.5549,0.3280,0.3928,0.4934,0.4095,0.2654,6
12,1.8019,0.8406,0.6137,0.5456,0.7791,0.6952,0.5511,3
13,1.8021,0.5855,0.5041,0.6520,0.5239,0.4400,0.3902,6
14,1.8023,0.8351,0.6081,0.5765,0.7735,0.6896,0.5456,6
15,1.8567,0.6948,0.4889,0.4362,0.6333,0.5494,0.4053,6
16,1.8896,0.8819,0.6550,0.4590,0.8204,0.7365,0.5924,3
17,1.9248,0.6227,0.5611,0.4846,0.5611,0.4772,0.3332,6
18,1.9263,0.8029,0.5760,0.9787,0.8952,0.7634,0.8176,2
19,1.9609,0.5817,0.6334,0.5204,0.5663,0.4362,0.3511,6
20,1.9817,1.1311,0.8478,1.3142,0.8893,1.1035,1.1044,2
21,1.9822,0.5619,0.6324,0.5559,0.5652,0.4060,0.3501,6
22,1.9887,0.3961,0.2179,0.5757,0.4884,0.3566,0.4108,2
23,2.0776,0.7546,0.5277,0.4596,0.6931,0.6092,0.4651,3
24,2.1011,0.8140,0.5871,0.3911,0.7525,0.6686,0.5245,3
25,2.1850,0.3672,0.1988,0.6909,0.3739,0.4801,0.4811,2
26,2.1859,0.4713,0.4009,0.8929,0.4680,0.6822,0.6831,2
27,2.2113,1.0281,0.8012,0.3540,0.9666,0.8827,0.7386,3
28,2.2184,0.5297,0.5598,0.7077,0.4927,0.3843,0.3719,6
29,2.2187,0.4310,0.2040,0.6067,0.5233,0.3914,0.4457,2
30,2.2337,0.7943,0.5673,0.5357,0.7327,0.6488,0.5047,6
31,2.2563,0.6124,0.4772,0.6251,0.5509,0.4670,0.4172,6
32,2.2656,0.7665,0.5396,0.3436,0.7050,0.6211,0.4770,3
33,2.2658,0.7454,0.5184,0.5833,0.6839,0.5999,0.4559,6
34,2.2760,0.5839,0.6544,0.5414,0.5873,0.4152,0.3722,6
35,2.2893,0.8604,0.6335,0.5654,0.7989,0.7150,0.5709,3
36,2.2896,0.7859,0.5590,0.1767,0.7244,0.6405,0.4964,3
37,2.3076,0.6085,0.6789,0.8268,0.6118,0.3976,0.4909,5
38,2.3083,0.4958,0.2689,0.6716,0.5881,0.4563,0.5105,2
39,2.3158,0.3542,0.4480,0.8315,0.6850,0.5532,0.6074,1
40,2.3417,0.5827,0.6532,0.8011,0.5860,0.3719,0.4652,5
41,2.3426,0.5191,0.5705,0.7184,0.5034,0.3736,0.3825,5
42,2.3452,0.8831,0.6561,0.8749,0.8215,0.7376,0.7139,2
43,2.3469,0.5144,0.5752,0.7231,0.5081,0.3689,0.3873,5
44,2.3691,0.4101,0.2039,0.5858,0.5024,0.3706,0.4248,2
45,2.3693,0.6217,0.3947,0.5875,0.5602,0.4763,0.4265,2
46,2.3846,0.5668,0.6170,0.5405,0.5499,0.4213,0.3347,6
47,2.3856,0.6384,0.4115,0.6043,0.5769,0.4930,0.4432,2
48,2.4174,0.3603,0.2537,0.6115,0.4526,0.3208,0.3750,2
49,2.4266,0.5939,0.5899,0.5134,0.5324,0.4484,0.3076,6
50,2.4622,0.5173,0.5723,0.7202,0.5052,0.3718,0.3844,5
51,2.4632,0.5297,0.5598,0.7077,0.4927,0.3843,0.3719,6
52,2.4897,0.3729,0.4292,0.8127,0.7038,0.5719,0.6262,1
53,2.5140,0.6161,0.5676,0.4912,0.5546,0.4707,0.3266,6
54,2.5815,1.0593,1.0254,0.5334,0.9978,0.9138,0.7698,3
55,2.5820,0.5680,0.5216,0.6695,0.5064,0.4225,0.3727,6
56,2.6278,0.7168,0.4959,0.2938,0.6552,0.5713,0.4273,3
57,2.6879,1.0182,0.9478,1.4398,1.0149,1.2291,1.2300,2
58,2.7189,0.3022,0.3119,0.6697,0.3986,0.2626,0.3338,5
59,2.7855,0.5559,0.5336,0.6816,0.4944,0.4105,0.3607,6
60,2.8051,0.3086,0.4447,0.8281,0.6394,0.5076,0.5618,1
61,2.8082,0.9412,0.8702,0.3781,0.8797,0.7957,0.6517,3
62,2.8090,0.7092,0.5058,0.4142,0.6477,0.5638,0.4197,3
63,2.8112,0.5769,0.5126,0.6605,0.5154,0.4315,0.3817,6
64,2.9340,0.5135,0.2865,0.3514,0.4520,0.3680,0.2240,6
65,2.9352,0.5766,0.5129,0.6608,0.5151,0.4312,0.3814,6
66,2.9394,0.7148,0.4878,0.4562,0.6533,0.5693,0.4253,6
67,2.9473,0.3512,0.2628,0.6207,0.4435,0.3117,0.3659,2
68,2.9848,0.6785,0.7489,0.8968,0.6818,0.4676,0.5610,5
69,3.0034,0.6801,0.5037,0.4272,0.6185,0.5346,0.3906,6
70,3.0145,0.2717,0.4815,0.8650,0.6026,0.4707,0.5291,1
71,3.0226,0.5958,0.6192,0.5063,0.5521,0.4504,0.3370,6
72,3.0364,0.5885,0.3616,0.5543,0.5270,0.4431,0.3933,2
73,3.0582,0.3131,0.0889,0.4518,0.2560,0.2268,0.2277,2
74,3.0808,0.2923,0.4609,0.8444,0.6231,0.4913,0.5455,1
75,3.1136,0.4996,0.2726,0.4654,0.4381,0.3541,0.3044,2
76,3.1232,0.6836,0.4003,0.7878,0.6011,0.5771,0.5780,2
77,3.1345,0.5976,0.3143,0.5881,0.3099,0.4640,0.3783,4
78,3.1348,0.6506,0.5644,0.4514,0.5891,0.5052,0.3611,6
79,3.1350,0.3462,0.3215,0.4954,0.2847,0.2008,0.1770,6
80,3.2530,0.6860,0.4978,0.4274,0.6245,0.5406,0.3965,6
81,3.2589,0.2943,0.3198,0.6776,0.4065,0.2547,0.3417,5
82,3.2694,0.5969,0.5868,0.5103,0.5354,0.4515,0.3074,6
83,3.2697,0.9446,0.6613,0.6019,0.6569,0.8110,0.6137,3
84,3.2773,0.2895,0.5729,0.9563,0.6852,0.4231,0.6205,1
85,3.6429,0.9051,0.7687,1.2607,0.8358,1.0500,1.0509,2
86,3.8355,0.4933,0.4792,0.9076,0.8241,0.6923,0.7465,2
87,4.0309,0.6317,0.4578,0.6057,0.5702,0.4863,0.4365,6
88,4.1611,0.7552,0.5283,0.4602,0.6937,0.6098,0.4657,3
89,4.2114,0.5161,0.2892,0.5080,0.4546,0.3707,0.3469,2
90,4.2679,1.0353,0.8083,0.3611,0.9737,0.8898,0.7458,3
91,4.3876,0.5287,0.5146,0.9430,0.8596,0.7277,0.7819,2
92,4.5520,0.6896,0.4626,0.6554,0.6281,0.5442,0.4944,2
93,4.6312,0.6097,0.5740,0.4975,0.5482,0.4643,0.3202,6
94,4.6464,0.5192,0.5897,0.7376,0.5226,0.3544,0.4017,5
95,4.6566,0.7597,0.5327,0.3368,0.6982,0.6142,0.4702,3
96,4.6615,0.6130,0.4765,0.6245,0.5515,0.4676,0.4178,6
97,4.7145,1.3576,1.1306,0.6834,1.2960,1.2121,1.0681,3
98,4.8498,0.5461,0.3191,0.7218,0.6384,0.5066,0.5608,2
99,4.8522,0.6182,0.5655,0.4890,0.5567,0.4728,0.3287,6
100,4.9942,0.4225,0.4084,0.8367,0.7533,0.6215,0.6757,2
101,5.0833,0.5396,0.5499,0.6978,0.4828,0.3942,0.3620,6
102,5.0961,0.7035,0.4202,0.4339,0.5460,0.5699,0.3726,6
103,5.1382,0.5881,0.3611,0.7638,0.6804,0.5486,0.6028,2
104,5.1530,0.7757,0.5487,0.9514,0.8680,0.7361,0.7904,2
105,5.3894,0.4401,0.2132,0.6158,0.5324,0.4006,0.4548,2
106,5.3903,0.1362,0.1865,0.5700,0.3188,0.1870,0.2412,1
107,5.7207,0.5753,0.5143,0.6622,0.5137,0.4298,0.3800,6
108,5.7283,0.7609,0.5339,0.4658,0.6993,0.6154,0.4714,3
109,5.7290,0.5456,0.2623,0.2760,0.3881,0.4120,0.2147,6
110,5.7964,0.5477,0.5419,0.6898,0.4862,0.4023,0.3539,6
