spindle_no,time,1.0_dist,2.0_dist,3.0_dist,4.0_dist,5.0_dist,6.0_dist,membership
0,0.3806,0.2030,0.4863,0.8698,0.5987,0.3824,0.5339,1
1,0.3919,0.4347,0.3108,0.3383,0.2743,0.3011,0.1037,6
2,0.3927,0.2492,0.3197,0.6938,0.4227,0.1857,0.3579,5
3,0.4016,0.2213,0.5046,0.8881,0.6170,0.3641,0.5522,1
4,0.4420,0.4822,0.2552,0.5160,0.4326,0.3367,0.3550,2
5,0.4757,0.6591,0.4634,0.3702,0.5976,0.5136,0.3696,6
6,0.4955,0.3680,0.3535,0.4006,0.2482,0.2344,0.0862,6
7,0.5026,0.3033,0.2747,0.4907,0.2537,0.1579,0.1761,5
8,0.5295,0.5135,0.5840,0.6354,0.5169,0.3436,0.3018,6
9,0.5560,0.5613,0.6318,0.6832,0.5647,0.3505,0.3495,6
10,0.5606,1.1264,1.1968,0.7048,1.1297,0.9155,0.9146,3
11,0.5929,0.3621,0.3594,0.4065,0.2541,0.2286,0.0921,6
12,0.6122,0.5033,0.5698,0.6212,0.5026,0.3578,0.2875,6
13,0.6391,0.1608,0.1749,0.6127,0.2354,0.1489,0.2281,5
14,0.6588,0.4519,0.5223,0.8965,0.6253,0.3633,0.5606,5
15,0.6631,0.5318,0.6022,0.4955,0.5351,0.3748,0.3200,6
16,0.7117,0.5581,0.6285,0.3872,0.5614,0.3701,0.3463,6
17,0.7144,0.4223,0.4928,0.8669,0.5958,0.3474,0.5310,5
18,0.7162,0.9643,1.0348,0.5427,0.9676,0.7814,0.7525,3
19,0.7271,0.3048,0.2840,0.3806,0.2432,0.1593,0.0582,6
20,0.7582,0.5195,0.5536,0.6050,0.4864,0.3740,0.2713,6
21,0.7613,0.1894,0.1457,0.5836,0.2062,0.1781,0.1989,2
22,0.7716,0.5230,0.5935,0.6900,0.5264,0.3122,0.3541,5
23,0.7829,0.9895,1.0599,0.5679,0.9928,0.7786,0.7777,3
24,0.7900,0.8484,0.7888,0.2967,0.7869,0.7030,0.5589,3
25,0.8055,0.4812,0.5516,0.9257,0.6546,0.3925,0.5899,5
26,0.8203,0.2000,0.1258,0.5542,0.4707,0.3389,0.3931,2
27,0.8248,0.4877,0.7710,1.1545,0.8833,0.6212,0.8186,1
28,0.8264,0.5789,0.6493,0.7458,0.5822,0.3680,0.4100,5
29,0.8287,0.4787,0.7620,1.1455,0.8744,0.6123,0.8096,1
30,0.8303,0.5328,0.6032,0.6998,0.5361,0.3219,0.3639,5
31,0.8462,0.7274,0.5004,0.2081,0.6659,0.5819,0.4379,3
32,0.8546,0.0816,0.2159,0.5994,0.3523,0.2205,0.2747,1
33,0.8597,0.4548,0.2278,0.4886,0.4052,0.3093,0.3276,2
34,0.8711,0.3113,0.2173,0.5914,0.4199,0.2881,0.3423,2
35,0.8802,0.5906,0.6610,0.7125,0.5939,0.3797,0.3788,6
36,0.8948,0.2335,0.3262,0.7097,0.5643,0.4325,0.4867,1
37,0.8959,0.5175,0.5879,0.6845,0.5208,0.3067,0.3486,5
38,0.9065,0.6512,0.4713,0.3645,0.5897,0.5058,0.3617,6
39,0.9633,0.6133,0.4943,0.1807,0.5518,0.4679,0.3238,3
40,0.9822,0.5301,0.6005,0.6971,0.5334,0.3192,0.3612,5
41,0.9867,0.4804,0.7637,1.1472,0.8761,0.6140,0.8113,1
42,1.0079,0.5639,0.6344,0.7309,0.5673,0.3531,0.3951,5
43,1.0327,1.2864,1.0031,0.9651,0.8907,1.1528,0.9555,4
44,1.0332,0.5505,0.6209,0.3795,0.5538,0.3777,0.3387,6
45,1.0492,0.5498,0.6202,0.7168,0.5531,0.3389,0.3809,5
46,1.0917,0.5284,0.5988,0.6954,0.5317,0.3175,0.3595,5
47,1.0918,0.5798,0.6503,0.5435,0.5831,0.3690,0.3680,6
48,1.0937,0.5625,0.5816,0.3402,0.5145,0.4170,0.2994,6
49,1.0946,0.4789,0.5494,0.9235,0.6524,0.3903,0.5877,5
50,1.0962,0.2973,0.3906,0.7741,0.5030,0.2409,0.4382,5
51,1.1026,0.5590,0.8423,1.2258,0.9547,0.6926,0.8900,1
52,1.1067,0.5260,0.8093,1.1928,0.9216,0.6596,0.8569,1
53,1.1112,0.7995,0.5162,0.1478,0.5305,0.6660,0.4686,3
54,1.1119,0.5671,0.6375,0.7341,0.5704,0.3562,0.3982,5
55,1.1278,0.7660,0.5390,0.3425,0.7044,0.6205,0.4765,3
56,1.1295,0.3009,0.2277,0.6018,0.4095,0.2777,0.3319,2
57,1.1304,0.2343,0.5176,0.9011,0.6300,0.3679,0.5652,1
58,1.1375,0.4772,0.5476,0.9217,0.6506,0.3885,0.5859,5
59,1.1467,0.7515,0.5435,0.1302,0.4824,0.6179,0.4206,3
60,1.1489,0.5066,0.5771,0.9512,0.6801,0.4180,0.6153,5
61,1.1493,0.4832,0.5536,0.9278,0.6566,0.3945,0.5919,5
62,1.1604,0.4795,0.5499,0.9241,0.6529,0.3909,0.5882,5
63,1.1645,0.3120,0.2166,0.5907,0.4206,0.2888,0.3430,2
64,1.1689,0.6548,0.4528,0.1591,0.5933,0.5093,0.3653,3
65,1.1701,0.3100,0.3597,0.7432,0.6408,0.5090,0.5632,1
66,1.1767,0.4865,0.5569,0.9311,0.6599,0.3979,0.5952,5
67,1.1821,0.3683,0.3824,0.4295,0.2771,0.2056,0.1151,6
68,1.1828,0.4057,0.4198,0.6394,0.0884,0.2218,0.2547,4
69,1.1921,0.4647,0.4788,0.4357,0.2605,0.3124,0.2115,6
70,1.1990,0.4735,0.5439,0.9181,0.6469,0.3849,0.5822,5
71,1.1994,0.1482,0.1493,0.5328,0.4189,0.2871,0.3413,1
72,1.2067,0.5592,0.4942,0.1261,0.4977,0.4138,0.2697,3
73,1.2099,0.1527,0.1788,0.6260,0.2530,0.1527,0.2414,1
74,1.2107,0.2431,0.3135,0.6877,0.4165,0.1918,0.3518,5
75,1.2241,0.5540,0.6244,0.5177,0.5573,0.3526,0.3422,6
76,1.2282,0.5529,0.6233,0.7199,0.5562,0.3420,0.3840,5
77,1.2299,0.1693,0.4526,0.8361,0.5650,0.3060,0.5003,1
78,1.2456,0.5701,0.6405,0.7371,0.5734,0.3592,0.4012,5
79,1.2556,0.8971,0.9659,0.4739,0.8988,0.7517,0.6837,3
80,1.2604,0.6460,0.7164,0.6097,0.6493,0.4351,0.4342,6
81,1.2666,0.5839,0.6543,0.5476,0.5872,0.3730,0.3721,6
82,1.2677,0.2650,0.5483,0.9318,0.6606,0.3986,0.5959,1
83,1.2766,0.6036,0.6740,0.7706,0.6069,0.3927,0.4347,5
84,1.2799,0.2195,0.3128,0.6962,0.4251,0.2198,0.3604,1
85,1.2801,0.2334,0.3039,0.6780,0.4069,0.2015,0.3421,5
86,1.2804,0.5217,0.5922,0.6887,0.5251,0.3109,0.3529,5
87,1.2822,0.4109,0.3106,0.3577,0.2549,0.2773,0.0800,6
88,1.2967,0.5866,0.6570,0.7085,0.5899,0.3757,0.3748,6
89,1.3019,0.3445,0.6278,1.0113,0.7402,0.4837,0.6755,1
90,1.3134,0.5817,0.6521,0.7036,0.5850,0.3708,0.3699,6
91,1.3137,0.3741,0.6574,1.0409,0.7698,0.5077,0.7050,1
92,1.3142,0.6029,0.5084,0.3918,0.2208,0.4693,0.2720,4
93,1.3146,0.5917,0.6621,0.5553,0.5950,0.3808,0.3799,6
94,1.3203,1.5180,1.2347,0.8512,1.1224,1.3844,1.1871,3
95,1.3216,0.5607,0.6311,0.5244,0.5640,0.3498,0.3489,6
96,1.3478,0.8075,0.5242,0.6161,0.6515,0.6739,0.4766,6
97,1.3588,0.4582,0.5287,0.9028,0.6317,0.3696,0.5669,5
98,1.3607,0.2206,0.5039,0.8874,0.6163,0.3648,0.5515,1
99,1.3629,0.5518,0.6222,0.5155,0.5551,0.3548,0.3400,6
100,1.3791,0.6282,0.6987,0.5919,0.6315,0.4174,0.4164,6
101,1.3807,0.5366,0.5858,0.4791,0.5187,0.3912,0.3036,6
102,1.3811,0.5725,0.5716,0.3302,0.5110,0.4271,0.2893,6
103,1.3835,0.6286,0.6990,0.5923,0.6319,0.4177,0.4168,6
104,1.3965,0.6090,0.6795,0.7760,0.6124,0.3982,0.4401,5
105,1.4019,0.8106,0.5836,0.3149,0.7491,0.6651,0.5211,3
106,1.4083,0.5409,0.6032,0.3618,0.5361,0.3954,0.3210,6
107,1.4127,0.7716,0.5446,0.2524,0.7101,0.6262,0.4821,3
108,1.4180,0.5654,0.6358,1.0100,0.7388,0.4767,0.6741,5
109,1.4470,0.3088,0.2148,0.5983,0.4496,0.3177,0.3719,2
110,1.4485,0.5192,0.5896,0.9638,0.6926,0.4306,0.6279,5
111,1.4602,0.6839,0.4602,0.2604,0.6224,0.5384,0.3944,3
112,1.4679,1.0666,1.1370,0.6450,1.0699,0.8557,0.8548,3
113,1.4724,0.5773,0.5633,0.9916,0.9082,0.7763,0.8306,2
114,1.4754,0.5840,0.3571,0.6179,0.5344,0.4386,0.4568,2
115,1.4770,0.6058,0.6762,0.5695,0.6091,0.3949,0.3940,6
116,1.4775,0.5409,0.6114,0.7079,0.5443,0.3301,0.3721,5
117,1.4777,0.2985,0.5818,0.9653,0.6942,0.4321,0.6294,1
118,1.4781,0.2788,0.3493,0.4458,0.2822,0.0940,0.1100,5
119,1.4937,0.5969,0.6674,0.5606,0.6002,0.3861,0.3851,6
120,1.4968,0.5817,0.5667,0.6348,0.2218,0.4481,0.2994,4
121,1.4976,0.5760,0.6464,0.7430,0.5793,0.3651,0.4071,5
122,1.4995,0.7557,0.7697,0.7267,0.4248,0.5779,0.5024,4
123,1.5063,0.5662,0.5563,0.4495,0.5047,0.4208,0.2767,6
124,1.5201,0.5970,0.6675,0.7189,0.6004,0.3862,0.3852,6
125,1.5249,1.1191,1.1896,0.6975,1.1225,0.9083,0.9073,3
126,1.5304,0.9898,0.7065,0.8332,0.5941,0.8562,0.6588,4
127,1.5334,0.8732,0.5899,0.5917,0.6041,0.7396,0.5423,6
128,1.5380,0.5635,0.6339,0.2968,0.5668,0.3526,0.3517,3
129,1.5557,0.6486,0.4216,0.0780,0.5871,0.5032,0.3591,3
130,1.5633,0.9409,0.6576,0.5388,0.5452,0.8073,0.6100,3
131,1.5683,0.5527,0.5914,0.3500,0.5243,0.4073,0.3091,6
132,1.5905,0.2807,0.3511,0.7253,0.4542,0.1921,0.3894,5
133,1.5942,0.5435,0.8268,1.2103,0.9392,0.6771,0.8744,1
134,1.5961,0.3608,0.5518,0.9353,0.6916,0.5597,0.6140,1
135,1.6148,0.3742,0.3883,0.4157,0.2786,0.2237,0.1210,6
136,1.6236,0.2383,0.4314,0.8149,0.5691,0.4373,0.4915,1
137,1.6387,0.5407,0.6111,0.2226,0.5440,0.3298,0.3289,3
138,1.6444,0.3976,0.1805,0.4315,0.3480,0.2522,0.2704,2
139,1.6468,0.5893,0.6597,0.4183,0.5926,0.3784,0.3775,6
140,1.6473,0.5368,0.6073,0.5005,0.5401,0.3698,0.3250,6
141,1.6476,0.5121,0.5825,0.1940,0.5154,0.3415,0.3003,3
142,1.6549,0.3974,0.4659,0.8400,0.5689,0.3742,0.5042,5
143,1.6552,0.2356,0.5189,0.9024,0.6312,0.3692,0.5665,1
144,1.6713,1.5652,1.3471,1.8391,1.4142,1.6284,1.6293,2
145,1.6787,0.5507,0.6211,0.2840,0.5540,0.3602,0.3389,3
146,1.6789,0.1051,0.3284,0.7119,0.4407,0.1787,0.3760,1
147,1.6883,0.3801,0.6634,1.0468,0.7757,0.5136,0.7110,1
148,1.6943,0.5488,0.6192,0.7158,0.5521,0.3379,0.3799,5
149,1.6962,0.5847,0.6551,0.7066,0.5880,0.3738,0.3729,6
150,1.7183,0.6064,0.5377,0.2963,0.5449,0.4610,0.3169,3
151,1.7197,0.6821,0.6340,1.1037,0.6788,0.8929,0.8939,2
152,1.7301,0.5343,0.6047,0.6561,0.5376,0.3234,0.3225,6
153,1.7304,0.4958,0.5663,0.9404,0.6693,0.4072,0.6045,5
154,1.7314,0.4433,0.7266,1.1101,0.8390,0.5887,0.7742,1
155,1.7348,0.7888,0.7184,1.2104,0.7990,0.9997,1.0006,2
156,1.7391,0.7062,0.4792,0.7400,0.6566,0.5607,0.5790,2
157,1.7405,0.8351,0.5517,0.9654,0.5405,0.7546,0.7556,4
158,1.7603,0.7929,0.5660,0.5041,0.7314,0.6475,0.5034,6
159,1.7706,0.2788,0.2992,0.5152,0.2440,0.1334,0.1793,5
160,1.7784,0.5317,0.5414,0.5928,0.4742,0.3862,0.2591,6
161,1.7851,0.3337,0.6170,1.0005,0.7293,0.4945,0.6646,1
162,1.7905,0.2281,0.4417,0.8251,0.5589,0.4271,0.4893,1
163,1.7990,0.2199,0.4498,0.8333,0.5622,0.4189,0.4974,1
164,1.8016,0.5197,0.5901,0.9643,0.6931,0.4310,0.6284,5
165,1.8194,0.8360,0.6115,0.1832,0.4538,0.7024,0.5050,3
166,1.8710,0.2926,0.3630,0.5790,0.3078,0.0817,0.2431,5
167,1.8714,0.3070,0.3775,0.4513,0.3103,0.0962,0.1155,5
168,1.8723,0.2065,0.4633,0.8467,0.5756,0.4055,0.5109,1
169,1.8876,0.2869,0.2676,0.5948,0.1088,0.1649,0.2102,4
170,1.8954,0.2811,0.3515,0.5410,0.2844,0.1032,0.2051,5
171,1.8958,0.6238,0.6943,0.7457,0.6272,0.4130,0.4120,6
172,1.8961,0.5623,0.6328,0.6842,0.5656,0.3515,0.3505,6
173,1.8965,0.5170,0.5874,0.9616,0.6904,0.4283,0.6257,5
174,1.9026,0.6268,0.6972,0.5905,0.6301,0.4159,0.4150,6
175,1.9127,0.5355,0.5340,0.1455,0.4740,0.3900,0.2518,3
176,1.9155,0.2561,0.2724,0.6466,0.3754,0.2329,0.3107,5
177,1.9282,0.6309,0.7013,0.5946,0.6342,0.4201,0.4191,6
178,1.9285,0.5857,0.6561,0.4429,0.5890,0.3748,0.3739,6
179,1.9326,0.5372,0.6077,0.6591,0.5405,0.3264,0.3254,6
180,1.9386,0.5832,0.5609,0.3195,0.5217,0.4378,0.2937,6
181,1.9576,0.1985,0.4818,0.8653,0.5942,0.3869,0.5295,1
182,1.9741,0.9511,1.0216,0.5295,0.9545,0.7403,0.7393,3
