spindle_no,time,1.0_dist,2.0_dist,3.0_dist,4.0_dist,5.0_dist,6.0_dist,membership
0,0.1385,0.3669,0.4308,0.4508,0.3637,0.2214,0.1486,6
1,0.2189,1.3744,1.0911,0.7076,1.1469,1.2408,1.0435,3
2,0.2294,1.0207,1.0911,0.5991,1.0240,0.8098,0.8089,3
3,0.2359,0.5830,0.6534,0.8013,0.5863,0.3721,0.4654,5
4,0.2474,0.4203,0.3498,0.8419,0.5852,0.6311,0.6321,2
5,0.2762,0.6935,0.7639,0.5231,0.6968,0.4826,0.4817,6
6,0.2773,0.6026,0.6730,0.4322,0.6059,0.4500,0.3908,6
7,0.3806,0.8959,0.6126,0.4804,0.6685,0.7624,0.5650,3
8,0.4843,0.6347,0.7051,0.6286,0.6380,0.4238,0.4229,6
9,0.5114,0.6852,0.5406,0.1325,0.6237,0.5398,0.3957,3
10,0.5205,0.5981,0.4297,0.9218,0.7720,0.7110,0.7119,2
11,0.5400,0.8159,0.5326,0.2914,0.4202,0.6823,0.4849,3
12,0.5909,0.9461,1.0166,0.5245,0.9495,0.7353,0.7344,3
13,0.6017,0.6097,0.6801,0.4393,0.6130,0.4429,0.3979,6
14,0.6130,1.2936,1.0103,0.8186,0.9591,1.1600,0.9626,3
15,0.6331,0.5888,0.6546,0.5417,0.5875,0.4434,0.3724,6
16,0.6338,0.5903,0.6607,0.8086,0.5936,0.3794,0.4727,5
17,0.6494,0.3265,0.1052,0.4234,0.3400,0.2081,0.2624,2
18,0.6663,0.3144,0.3554,0.7132,0.4421,0.2749,0.3773,5
19,0.6817,0.8097,0.5828,0.2196,0.7482,0.6643,0.5202,3
20,0.7044,0.3294,0.3998,0.7577,0.4865,0.2304,0.4218,5
21,0.7093,0.1457,0.2379,0.6214,0.4765,0.3447,0.3989,1
22,0.7161,0.5930,0.3661,0.7688,0.6853,0.5535,0.6077,2
23,0.7515,0.3749,0.4453,0.8032,0.5320,0.2699,0.4673,5
24,0.7645,0.3985,0.4689,0.6429,0.4018,0.1876,0.3070,5
25,0.7963,0.2126,0.3477,0.7312,0.4600,0.1979,0.3953,5
26,0.8159,0.6263,0.6967,0.3470,0.6296,0.4281,0.4145,3
27,0.8422,0.3498,0.6331,1.0166,0.7454,0.4834,0.6807,1
28,0.8478,0.9663,0.6830,0.9498,0.5706,0.8327,0.7400,4
29,0.9366,0.3829,0.4533,0.4519,0.3862,0.2162,0.1711,6
30,0.9793,0.5995,0.6699,0.5569,0.6028,0.4281,0.3877,6
31,0.9807,0.3935,0.4215,0.4201,0.3544,0.2480,0.1393,6
32,0.9810,0.6158,0.6862,0.8341,0.6191,0.4049,0.4982,5
33,0.9812,0.5885,0.6590,0.2509,0.5919,0.4214,0.3767,3
34,0.9828,0.6161,0.6865,0.5736,0.6194,0.4115,0.4043,6
35,1.1089,0.6217,0.6486,0.2989,0.5814,0.4763,0.3663,3
36,1.1793,1.0317,0.7484,1.0222,0.6361,0.8981,0.8124,4
37,1.4557,0.3861,0.4565,0.4766,0.3894,0.1957,0.1743,6
38,1.4828,0.3848,0.2850,0.6428,0.4771,0.3453,0.3995,2
39,1.4928,0.5978,0.6683,0.8162,0.6011,0.3870,0.4803,5
40,1.5583,0.8592,0.9297,0.4376,0.8625,0.6928,0.6474,3
41,1.5669,0.8409,0.5576,0.7246,0.6134,0.7073,0.5148,6
42,1.6069,0.9909,0.7076,0.3241,0.8704,0.8573,0.6599,3
43,1.6243,0.6449,0.6235,0.3827,0.5834,0.4994,0.3554,6
44,1.7246,1.0994,0.8160,0.8833,0.7037,0.9658,0.7684,4
45,1.7295,0.7257,0.5908,0.1625,0.4983,0.5922,0.3948,3
46,1.7298,0.6276,0.6409,0.4000,0.5737,0.4821,0.3586,6
47,1.7437,0.5879,0.5914,0.1228,0.5264,0.4425,0.3092,3
48,1.7807,0.6551,0.7255,0.6490,0.6584,0.4442,0.4433,6
49,1.8123,0.3910,0.4614,0.6093,0.3943,0.1801,0.2734,5
50,1.8275,0.3897,0.4602,0.6081,0.3930,0.1789,0.2722,5
51,1.8779,0.9389,0.6556,0.5962,0.8184,0.8053,0.6080,3
52,1.8828,0.7381,0.4818,0.9738,0.5489,0.7631,0.7640,2
53,1.8944,0.2512,0.5345,0.9180,0.6469,0.4461,0.5821,1
54,1.8958,0.6906,0.7610,0.6845,0.6939,0.4797,0.4788,6
55,1.9072,0.9249,0.6416,0.5093,0.5292,0.7913,0.5940,3
56,1.9102,0.6468,0.6216,0.3808,0.5853,0.5014,0.3573,6
57,1.9279,0.6372,0.7076,0.5947,0.6405,0.4263,0.4254,6
58,1.9332,0.3510,0.4214,0.7793,0.5081,0.2461,0.4434,5
59,1.9335,1.2165,0.9332,0.5497,0.8820,1.0829,0.8856,3
60,1.9503,1.3482,1.0649,0.7330,0.9525,1.2146,1.0172,3
61,1.9681,0.3914,0.4618,0.6097,0.3947,0.1805,0.2739,5
62,2.0398,0.6588,0.6115,0.2618,0.5973,0.5133,0.3693,3
63,2.0623,0.3342,0.4046,0.7625,0.4913,0.2292,0.4266,5
64,2.0689,0.3035,0.5868,0.9703,0.6992,0.4417,0.6344,1
65,2.0797,0.5866,0.6570,0.5805,0.5899,0.4086,0.3748,6
66,2.0913,0.5276,0.3843,0.4195,0.1931,0.3940,0.1967,4
67,2.1649,0.4282,0.2658,0.6942,0.6108,0.4789,0.5331,2
68,2.1697,0.3486,0.4022,0.5761,0.3351,0.2031,0.2403,5
69,2.2997,0.6300,0.7005,0.6240,0.6333,0.4192,0.4182,6
70,2.5538,0.8386,0.5553,0.4230,0.6111,0.7050,0.5077,3
71,2.7225,0.3012,0.5845,0.9680,0.6968,0.4348,0.6321,1
72,2.7272,0.6623,0.7328,0.6563,0.6656,0.4515,0.4505,6
73,2.7418,0.7284,0.4451,0.5387,0.3980,0.5948,0.3975,6
74,2.7727,0.6333,0.7038,0.4630,0.6367,0.4225,0.4216,6
75,2.7964,0.3649,0.3530,0.4752,0.1763,0.2313,0.0906,6
76,2.8774,0.6924,0.4525,0.6759,0.2967,0.5588,0.4661,4
77,2.8919,0.6206,0.6910,0.2639,0.6239,0.4097,0.4088,3
78,2.9304,0.3503,0.4005,0.5744,0.3334,0.2048,0.2386,5
79,2.9976,0.6323,0.7027,0.6263,0.6356,0.4214,0.4205,6
80,3.0131,0.6462,0.7167,0.4759,0.6496,0.4354,0.4345,6
81,3.0143,0.6006,0.6711,0.8190,0.6040,0.3898,0.4831,5
82,3.0175,0.9620,1.0324,0.5404,0.9653,0.7511,0.7502,3
83,3.0201,0.3355,0.6188,1.0023,0.7312,0.4691,0.6665,1
84,3.0410,0.9844,1.0548,0.5628,0.9877,0.7735,0.7726,3
85,3.0820,0.7250,0.5996,0.3249,0.3294,0.5914,0.3941,3
86,3.0830,0.6153,0.6858,0.4449,0.6187,0.4372,0.4035,6
87,3.0846,0.3615,0.4319,0.5798,0.3648,0.1953,0.2439,5
88,3.0918,0.4238,0.3739,0.3939,0.3623,0.2783,0.1343,6
89,3.0976,0.6935,0.4955,0.0672,0.5689,0.5599,0.3626,3
90,3.1233,0.7282,0.4449,0.3126,0.5007,0.5946,0.3972,3
91,3.1339,0.2952,0.1233,0.5449,0.2216,0.2676,0.2685,2
92,3.1448,0.6505,0.7210,0.6080,0.6539,0.4397,0.4388,6
93,3.1510,0.1876,0.2581,0.5371,0.2659,0.0553,0.2012,5
94,3.1527,0.6448,0.7152,0.6023,0.6481,0.4339,0.4330,6
95,3.1587,0.3606,0.4310,0.7889,0.5177,0.2556,0.4530,5
96,3.1596,0.7029,0.7734,0.6604,0.7062,0.4921,0.4911,6
97,3.1682,0.6746,0.7451,0.6686,0.6780,0.4638,0.4628,6
98,3.1822,0.3899,0.4604,0.8182,0.5471,0.2850,0.4823,5
99,3.1974,0.3635,0.4340,0.7918,0.5207,0.2586,0.4559,5
100,3.2100,0.3634,0.4093,0.5572,0.3422,0.2180,0.2213,5
101,3.2109,0.4156,0.4861,0.5061,0.4189,0.2048,0.2038,6
102,3.2260,0.6523,0.7227,0.6462,0.6556,0.4414,0.4405,6
103,3.2358,0.3588,0.4139,0.5618,0.3467,0.2134,0.2259,5
104,3.2439,0.3620,0.1635,0.3752,0.2375,0.2285,0.1254,6
105,3.2452,0.6634,0.7338,0.3842,0.6667,0.4525,0.4516,3
106,3.2523,0.6511,0.7216,0.4807,0.6544,0.4403,0.4393,6
107,3.2611,0.2119,0.3470,0.7305,0.4593,0.1973,0.3946,5
108,3.2797,0.6999,0.7703,0.6573,0.7032,0.4890,0.4881,6
109,3.2862,0.6113,0.6817,0.4409,0.6146,0.4413,0.3995,6
110,3.2968,0.6707,0.7412,0.6647,0.6741,0.4599,0.4590,6
111,3.3196,0.5050,0.3893,0.4380,0.1747,0.3715,0.1741,6
112,3.3753,0.6563,0.7268,0.6138,0.6597,0.4455,0.4446,6
113,3.4044,0.5026,0.4427,0.8642,0.2608,0.4749,0.4796,4
114,3.4051,0.3672,0.4377,0.6116,0.3705,0.1677,0.2757,5
115,3.4142,0.6085,0.6173,0.2092,0.5502,0.4630,0.3350,3
116,3.4167,0.3576,0.4280,0.6020,0.3609,0.1773,0.2661,5
117,3.4219,0.4975,0.5292,0.9764,0.3638,0.5778,0.5918,4
118,3.4230,0.5787,0.5918,0.1635,0.5221,0.4451,0.3245,3
119,3.4277,0.3498,0.4009,0.5749,0.3338,0.2044,0.2390,5
120,3.4281,0.3691,0.4396,0.4596,0.3725,0.2126,0.1574,6
121,3.4324,0.2757,0.2898,0.5187,0.2201,0.0808,0.1341,5
122,3.4418,0.2327,0.2015,0.5850,0.4153,0.2835,0.3377,2
123,3.4542,0.6435,0.7139,0.4731,0.6468,0.4326,0.4317,6
124,3.4835,0.3070,0.3628,0.7206,0.4495,0.2675,0.3847,5
125,3.4864,0.7020,0.7724,0.6594,0.7053,0.4911,0.4902,6
126,3.5029,0.3457,0.4051,0.5790,0.3379,0.2003,0.2431,5
127,3.5137,0.6327,0.7032,0.8511,0.6361,0.4219,0.5152,5
128,3.5178,0.4033,0.4737,0.6216,0.4066,0.1924,0.2857,5
129,3.5499,0.3661,0.4365,0.4566,0.3694,0.2157,0.1543,6
130,3.5952,0.3829,0.4533,0.6273,0.3862,0.1720,0.2914,5
131,3.6091,0.3676,0.4380,0.4580,0.3709,0.2142,0.1558,6
132,3.7268,0.6375,0.7079,0.4671,0.6408,0.4266,0.4257,6
133,3.8049,0.6141,0.6846,0.8325,0.6175,0.4033,0.4966,5
134,3.8324,0.4005,0.4709,0.8288,0.5576,0.2956,0.4929,5
135,3.8346,0.6340,0.7045,0.3548,0.6374,0.4232,0.4223,3
136,3.9458,0.6674,0.7378,0.6613,0.6707,0.4565,0.4556,6
137,4.0140,0.3626,0.4101,0.5580,0.3430,0.2171,0.2222,5
138,4.0978,0.6646,0.7351,0.6221,0.6680,0.4538,0.4529,6
139,4.1211,0.7102,0.7806,0.7041,0.7135,0.4993,0.4984,6
140,4.1416,1.0796,0.7963,0.4128,0.6839,0.9460,0.7487,3
141,4.1576,0.1934,0.3285,0.7120,0.4409,0.1788,0.3761,5
142,4.1609,0.6218,0.6922,0.6157,0.6251,0.4109,0.4100,6
143,4.1628,0.9497,1.0201,0.5281,0.9530,0.7388,0.7379,3
144,4.1742,0.3732,0.3776,0.5515,0.3117,0.2278,0.2156,6
145,4.1841,0.1879,0.2992,0.6826,0.4115,0.1580,0.3468,5
146,4.1945,0.6760,0.7465,0.6700,0.6793,0.4652,0.4642,6
147,4.1996,0.9527,0.9668,0.5619,0.6219,0.7784,0.6995,3
148,4.2054,0.6618,0.7322,0.6193,0.6651,0.4509,0.4500,6
149,4.2085,0.3927,0.4631,0.8210,0.5498,0.2878,0.4851,5
150,4.2154,0.3967,0.4671,0.4872,0.4000,0.1858,0.1849,6
151,4.2187,0.4283,0.4987,0.6466,0.4316,0.2174,0.3108,5
152,4.2274,0.3621,0.3477,0.7949,0.3018,0.5160,0.5169,4
153,4.2306,0.6255,0.6959,0.8438,0.6288,0.4146,0.5080,5
154,4.2321,0.6541,0.7245,0.4837,0.6574,0.4432,0.4423,6
155,4.2356,0.2210,0.2914,0.5704,0.2993,0.0372,0.2345,5
156,4.2364,1.0619,1.1324,0.6403,1.0653,0.8511,0.8501,3
157,4.2368,0.3536,0.4240,0.5979,0.3569,0.1813,0.2621,5
158,4.2375,0.6723,0.7428,0.6298,0.6757,0.4615,0.4605,6
159,4.2512,0.8068,0.6675,0.3502,0.4112,0.6732,0.4759,3
160,4.2566,0.6861,0.7566,0.5157,0.6894,0.4753,0.4743,6
161,4.2701,0.6069,0.6773,0.8252,0.6102,0.3960,0.4894,5
162,4.2715,0.7963,0.5481,0.5803,0.4007,0.6627,0.4654,4
163,4.2776,0.5980,0.6684,0.8163,0.6013,0.3871,0.4805,5
164,4.2830,0.5577,0.6282,0.7761,0.5610,0.3469,0.4402,5
165,4.2899,0.6424,0.7128,0.4720,0.6457,0.4315,0.4306,6
166,4.2920,0.4446,0.4587,0.3386,0.3848,0.2651,0.1914,6
167,4.2942,0.2268,0.1918,0.6133,0.1689,0.1991,0.2287,4
168,4.2977,0.3284,0.6117,0.9952,0.7241,0.4620,0.6594,1
169,4.2988,0.6345,0.7050,0.5920,0.6378,0.4237,0.4227,6
170,4.3044,0.3890,0.4594,0.6073,0.3923,0.1781,0.2715,5
171,4.3105,0.4025,0.4031,0.3083,0.3409,0.2570,0.1209,6
172,4.3123,0.2129,0.2834,0.5623,0.2912,0.0300,0.2265,5
173,4.3136,0.6455,0.6596,0.5723,0.3147,0.4510,0.3923,4
174,4.3148,0.6524,0.7228,0.8707,0.6557,0.4415,0.5349,5
175,4.3201,0.7009,0.7714,0.5306,0.7043,0.4901,0.4892,6
176,4.3219,1.0070,1.0775,0.5854,1.0104,0.7962,0.7953,3
177,4.3269,0.6162,0.6866,0.8345,0.6195,0.4053,0.4986,5
178,4.3288,0.4694,0.4834,0.5321,0.2038,0.2773,0.2161,4
179,4.3347,0.3603,0.6436,1.0271,0.7559,0.4939,0.6912,1
180,4.3364,0.7958,0.8662,0.3742,0.7991,0.6422,0.5840,3
181,4.3372,0.6413,0.7117,0.4709,0.6446,0.4304,0.4295,6
182,4.3377,0.3562,0.4266,0.7845,0.5133,0.2513,0.4486,5
183,4.3422,0.6217,0.6921,0.4513,0.6250,0.4309,0.4099,6
184,4.3572,0.6496,0.7201,0.4792,0.6530,0.4388,0.4378,6
185,4.3667,0.2965,0.3106,0.5395,0.2409,0.0975,0.1549,5
186,4.3678,0.4773,0.4914,0.3713,0.4176,0.2783,0.2241,6
187,4.3684,0.6601,0.7305,0.6541,0.6634,0.4492,0.4483,6
188,4.3737,0.6979,0.7683,0.5275,0.7012,0.4870,0.4861,6
189,4.4090,0.7931,0.6813,0.3639,0.3974,0.6595,0.4621,3
190,4.4113,1.7663,1.4830,1.4620,1.3707,1.6327,1.4354,4
191,4.4280,0.7014,0.7718,0.6589,0.7047,0.4905,0.4896,6
192,4.4345,0.4701,0.4842,0.3640,0.4103,0.2711,0.2168,6
193,4.4432,0.7047,0.7752,0.6622,0.7081,0.4939,0.4930,6
194,4.4479,0.5978,0.6538,0.3269,0.5867,0.4524,0.3716,3
195,4.4560,0.6871,0.7575,0.6810,0.6904,0.4762,0.4753,6
196,4.4625,0.4191,0.4332,0.3289,0.3634,0.2706,0.1659,6
197,4.4781,0.4669,0.4785,0.9000,0.2874,0.4392,0.5153,4
198,4.4786,0.6246,0.6951,0.8430,0.6279,0.4138,0.5071,5
199,4.4787,0.3306,0.6139,0.9974,0.7263,0.4642,0.6616,1
200,4.4988,1.2901,1.0068,0.7733,0.8945,1.1565,0.9592,3
201,4.4997,0.6563,0.7268,0.4859,0.6597,0.4455,0.4445,6
202,4.5114,1.4123,1.1290,0.9967,1.0166,1.2787,1.0814,3
203,4.5122,0.4244,0.4949,0.6428,0.4277,0.2136,0.3069,5
204,4.5131,0.9233,0.9374,0.9524,0.5925,0.7243,0.6701,4
205,4.5275,1.1563,0.8730,0.7678,0.7607,1.0227,0.8254,4
206,4.5584,0.5899,0.6604,0.8083,0.5932,0.3791,0.4724,5
207,4.5790,0.3076,0.5909,0.9744,0.7033,0.4412,0.6386,1
208,4.6290,0.7056,0.7761,0.6996,0.7090,0.4948,0.4939,6
209,4.6368,0.3434,0.4138,0.7717,0.5005,0.2385,0.4358,5
210,4.6867,0.4973,0.3003,0.3353,0.4358,0.3519,0.2078,6
211,4.7046,0.2015,0.2142,0.5133,0.2422,0.1033,0.1775,5
212,4.7089,0.6197,0.6901,0.3405,0.6230,0.4347,0.4079,3
213,4.7216,0.6811,0.7515,0.6750,0.6844,0.4702,0.4693,6
214,4.7409,0.6399,0.7104,0.8583,0.6433,0.4291,0.5224,5
215,4.7486,0.6707,0.7411,0.8890,0.6740,0.4598,0.5532,5
216,4.7492,0.1898,0.2420,0.5210,0.2498,0.0714,0.1851,5
217,4.7506,0.6181,0.6335,0.3066,0.5664,0.4727,0.3513,3
218,4.7725,0.3912,0.4053,0.5275,0.2286,0.1922,0.1428,6
219,4.7764,0.6261,0.6965,0.8444,0.6294,0.4152,0.5086,5
220,4.7803,0.3944,0.4649,0.8227,0.5516,0.2895,0.4868,5
221,4.7819,0.4567,0.5271,0.7011,0.4600,0.2458,0.3652,5
222,4.7983,0.6408,0.7112,0.8591,0.6441,0.4299,0.5233,5
223,4.8232,0.7144,0.7848,0.7083,0.7177,0.5035,0.5026,6
224,4.8273,0.3793,0.4497,0.4484,0.3826,0.2198,0.1675,6
225,4.8520,0.3968,0.4673,0.6412,0.4002,0.1860,0.3054,5
226,4.8629,0.6620,0.7325,0.4917,0.6654,0.4512,0.4502,6
227,4.8720,0.4932,0.3322,0.5568,0.0975,0.3596,0.2695,4
228,4.8873,0.6765,0.7469,0.5061,0.6798,0.4656,0.4647,6
229,4.8951,0.6554,0.7259,0.6494,0.6587,0.4446,0.4436,6
230,4.8959,0.4529,0.2650,0.3872,0.2255,0.3193,0.1269,6
231,4.9096,0.6120,0.6824,0.8303,0.6153,0.4011,0.4945,5
232,4.9332,0.6188,0.6892,0.6128,0.6221,0.4079,0.4070,6
233,4.9450,0.2748,0.2889,0.5178,0.2192,0.0817,0.1332,5
234,4.9541,0.3492,0.4196,0.7774,0.5063,0.2442,0.4416,5
235,4.9771,0.1878,0.2582,0.5372,0.2661,0.0552,0.2013,5
236,4.9863,0.6735,0.7440,0.6675,0.6769,0.4627,0.4617,6
237,4.9880,0.5080,0.4040,0.4392,0.1735,0.3744,0.1770,4
238,4.9897,0.4288,0.3965,0.6211,0.0516,0.2953,0.2365,4
