spindle_no,time,1.0_dist,2.0_dist,3.0_dist,4.0_dist,5.0_dist,6.0_dist,membership
0,1.2622,0.8770,0.6270,0.5374,0.7925,0.7435,0.5645,3
1,1.6563,0.5371,0.3510,0.8175,0.6959,0.6068,0.6183,2
2,2.3130,0.3794,0.4746,0.8581,0.5870,0.4371,0.5222,1
3,2.7057,0.9774,0.7505,0.3033,0.9159,0.8320,0.6879,3
4,2.7357,0.7136,0.4866,0.6936,0.6520,0.5681,0.5325,2
5,2.7700,1.1644,0.9066,0.7951,1.0720,1.0308,0.8440,3
6,2.7709,0.5985,0.3715,0.3639,0.5370,0.4531,0.3090,6
7,2.7887,0.4335,0.2474,0.7139,0.5923,0.5032,0.5147,2
8,2.8673,0.4987,0.2154,0.6121,0.2952,0.4014,0.4023,2
9,2.9695,0.5224,0.3671,0.7954,0.7120,0.5801,0.6344,2
10,2.9881,0.4363,0.5067,0.6689,0.4396,0.2278,0.3330,5
11,2.9913,0.4804,0.7637,1.1472,0.8761,0.6140,0.8114,1
12,2.9933,0.4926,0.4785,0.9069,0.8234,0.6916,0.7458,2
13,3.1405,0.4783,0.5488,0.7109,0.4816,0.2675,0.3750,5
14,3.1612,0.6841,0.6700,1.0984,1.0150,0.8831,0.9374,2
15,3.1954,0.4568,0.4631,0.5776,0.3960,0.3113,0.2417,6
16,3.2021,0.6018,0.3748,0.3672,0.5403,0.4563,0.3123,6
17,3.2140,0.4364,0.5069,0.6214,0.4397,0.2676,0.2855,5
18,3.2442,0.6045,0.3775,0.5845,0.5430,0.4590,0.4235,2
19,3.2883,0.5833,0.5129,1.0049,0.5800,0.7942,0.7951,2
20,3.4369,0.3588,0.5009,0.8844,0.6132,0.4109,0.5485,1
21,3.4377,0.6313,0.5609,1.0529,0.6280,0.8422,0.8431,2
22,3.4514,0.5446,0.3469,0.3100,0.4830,0.3991,0.2551,6
23,3.4624,0.3977,0.4562,0.8397,0.5874,0.4555,0.5097,1
24,3.4652,0.7207,0.4937,0.7007,0.6591,0.5752,0.5397,2
25,3.4681,0.4202,0.5623,0.9457,0.6746,0.4125,0.6099,5
26,3.4778,0.6293,0.4024,0.6093,0.5678,0.4839,0.4483,2
27,3.5092,0.4057,0.4744,0.6365,0.4072,0.2602,0.3006,5
28,3.5100,0.9179,0.6346,0.4723,0.6302,0.7843,0.5870,3
29,3.5109,0.5411,0.4707,0.9627,0.6458,0.7520,0.7529,2
30,3.5228,0.4269,0.4930,0.6075,0.4258,0.2815,0.2716,6
31,3.5579,0.4541,0.5245,0.4721,0.4574,0.2432,0.2423,6
32,3.6386,0.4665,0.3875,0.7710,0.6561,0.5242,0.5785,2
33,3.6536,0.3935,0.5356,0.9191,0.6479,0.3858,0.5832,5
34,3.6811,0.4805,0.7249,1.1084,0.8372,0.6795,0.7725,1
35,3.6947,0.6122,0.5418,1.0338,0.6089,0.8231,0.8240,2
36,3.6961,0.4439,0.3735,0.8655,0.4406,0.6548,0.6557,2
37,3.6972,1.2011,1.1306,1.6227,1.1977,1.4119,1.4129,2
38,3.7001,0.6404,0.3826,0.2711,0.5481,0.5069,0.3201,3
39,3.7049,0.4079,0.4783,0.6404,0.4112,0.2563,0.3046,5
40,3.7086,0.6797,0.3964,0.6671,0.2841,0.5461,0.4573,4
41,3.7215,0.3516,0.3346,0.7818,0.3483,0.5625,0.5634,2
42,3.8824,0.4365,0.4175,0.8010,0.6261,0.4943,0.5485,2
43,3.8996,0.7439,0.4861,0.3746,0.6516,0.6104,0.4236,3
44,3.9049,0.3687,0.3546,0.7829,0.6995,0.5677,0.6219,2
45,3.9883,0.6604,0.4334,0.5928,0.5989,0.5149,0.4317,6
46,3.9946,0.3820,0.5241,0.9076,0.6364,0.3877,0.5717,1
47,4.0099,0.5671,0.3401,0.3325,0.5056,0.4217,0.2776,6
48,4.0278,0.4497,0.5918,0.9753,0.7042,0.4421,0.6394,5
49,4.1505,0.3468,0.3571,0.8043,0.4515,0.5577,0.5586,1
50,4.1516,0.1822,0.1011,0.5228,0.3410,0.2519,0.2633,2
51,4.1624,0.5771,0.3501,0.3425,0.5155,0.4316,0.2876,6
52,4.1660,0.6057,0.3224,0.7191,0.4022,0.5084,0.5093,2
53,4.2593,0.6804,0.4226,0.3110,0.5880,0.5468,0.3600,3
54,4.3023,0.7615,0.5346,0.5270,0.7000,0.6161,0.4720,6
55,4.4128,0.3936,0.5357,0.9192,0.6480,0.3860,0.5833,5
56,4.4990,0.4897,0.4302,0.5447,0.4282,0.3443,0.2611,6
57,4.6379,0.5119,0.6540,1.0374,0.7663,0.5042,0.7016,5
58,4.6492,0.5384,0.3230,0.1690,0.4460,0.4048,0.2180,3
59,4.7077,0.4737,0.5442,0.7063,0.4770,0.2629,0.3704,5
60,4.8026,0.4757,0.4442,0.5587,0.4142,0.3302,0.2471,6
61,4.8307,0.5182,0.3733,0.3209,0.4567,0.3727,0.2287,6
62,4.8330,0.3979,0.5399,0.9234,0.6523,0.3902,0.5876,5
63,4.8494,0.4288,0.5709,0.9544,0.6833,0.4212,0.6185,5
64,4.8535,0.2366,0.3519,0.7353,0.5674,0.4356,0.4898,1
65,4.8547,0.4645,0.4270,0.3746,0.4030,0.3190,0.1750,6
66,4.8701,0.6839,0.4569,0.6639,0.6224,0.5385,0.5029,2
67,4.8860,0.6614,0.4036,0.2921,0.5691,0.5279,0.3411,3
68,4.8926,0.5061,0.3739,0.5361,0.4446,0.3607,0.3251,6
69,4.8961,0.4754,0.4445,0.5590,0.4138,0.3299,0.2467,6
70,5.1913,0.4924,0.6345,1.0180,0.7468,0.4848,0.6821,5
71,5.8807,0.3781,0.4759,0.8594,0.5883,0.4358,0.5236,1
72,6.2347,0.4397,0.1563,0.5251,0.2004,0.3144,0.3153,2
73,6.2349,0.5178,0.5883,0.7028,0.5211,0.3070,0.3669,5
74,6.3389,0.6128,0.3858,0.5452,0.5513,0.4673,0.3842,6
75,6.4155,1.0907,1.1611,0.6691,1.0940,0.8798,0.8789,3
76,6.4843,0.4223,0.4093,0.2749,0.3422,0.2887,0.1271,6
77,6.4889,0.4072,0.5492,0.9327,0.6616,0.3995,0.5969,5
78,6.4924,0.3865,0.5286,0.9121,0.6409,0.3832,0.5762,5
79,6.5498,0.4000,0.5421,0.9256,0.6545,0.3924,0.5898,5
80,6.6209,0.3617,0.1867,0.5386,0.1582,0.2644,0.2653,4
81,6.6259,0.4150,0.4854,0.6475,0.4183,0.2492,0.3117,5
82,6.6301,0.6383,0.5679,1.0599,0.6350,0.8492,0.8501,2
83,6.6337,0.8088,0.5808,0.2947,0.4131,0.6752,0.4778,3
84,6.6543,0.3884,0.5305,0.9140,0.6429,0.3812,0.5782,5
85,6.6638,0.3563,0.4984,0.8819,0.6107,0.4134,0.5460,1
86,6.6692,1.6480,1.3647,1.6194,1.2523,1.5144,1.4096,4
87,6.7247,0.4507,0.3803,0.8723,0.5476,0.6616,0.6625,2
88,6.7257,0.2882,0.3002,0.7025,0.6191,0.4872,0.5415,1
89,6.7370,0.4669,0.5374,0.6995,0.4703,0.2561,0.3636,5
90,6.7718,0.4418,0.5839,0.9674,0.6963,0.4342,0.6315,5
91,6.7726,1.2358,0.9525,1.1993,0.8402,1.1023,0.9895,4
92,6.7831,0.1776,0.4108,0.7943,0.5232,0.3766,0.4584,1
93,6.7844,0.4141,0.3436,0.8357,0.5109,0.6249,0.6258,2
94,6.8094,0.6338,0.5634,1.0554,0.6305,0.8447,0.8456,2
95,6.8101,0.5346,0.6059,0.9894,0.8654,0.7336,0.7878,1
96,6.8129,1.0749,1.0069,0.5148,1.0134,0.9295,0.7854,3
97,6.8458,0.1793,0.4092,0.7927,0.5215,0.3783,0.4568,1
98,6.8703,0.4029,0.4511,0.8346,0.5925,0.4607,0.5149,1
99,6.8872,0.4906,0.6327,1.0162,0.7451,0.4830,0.6803,5
100,6.8991,0.4679,0.3974,0.8895,0.4645,0.6787,0.6797,2
101,6.9017,0.4038,0.5459,0.9293,0.6582,0.3961,0.5935,5
102,6.9133,0.1855,0.4688,0.8523,0.5812,0.3191,0.5164,1
103,6.9196,0.4704,0.6125,0.9960,0.7248,0.4628,0.6601,5
104,6.9255,0.3972,0.4345,0.3000,0.3674,0.2636,0.1523,6
105,6.9309,0.6315,0.4045,0.5639,0.5700,0.4860,0.4029,6
106,6.9574,0.6088,0.3254,0.7222,0.4052,0.5114,0.5124,2
107,6.9840,0.6277,0.5573,1.0493,0.6244,0.8386,0.8395,2
108,6.9964,0.0658,0.2175,0.6314,0.3299,0.1694,0.2651,1
109,7.0077,0.1644,0.4241,0.8075,0.5364,0.3634,0.4717,1
110,7.0105,0.5184,0.5888,0.7033,0.5217,0.3075,0.3674,5
111,7.0221,0.5849,0.4296,0.8580,0.7746,0.6427,0.6969,2
112,7.0231,0.7977,0.5144,0.9613,0.5364,0.7506,0.7515,2
113,7.0482,0.4908,0.4007,0.3482,0.4293,0.3454,0.2013,6
114,7.0546,0.5155,0.3645,0.5266,0.4540,0.3701,0.3345,6
115,7.0636,0.4090,0.4711,0.6332,0.4040,0.2635,0.2973,5
116,7.1046,0.6001,0.5875,1.0346,0.5968,0.8110,0.8119,2
117,7.1192,0.6371,0.3792,0.2677,0.5447,0.5035,0.3167,3
118,7.1285,0.3428,0.3612,0.8084,0.4474,0.5536,0.5545,1
119,7.1309,0.4470,0.5175,0.6796,0.4503,0.2362,0.3437,5
120,7.1420,0.5393,0.3503,0.8423,0.4174,0.6316,0.6325,2
121,7.1973,0.4355,0.5060,0.6681,0.4389,0.2286,0.3322,5
122,7.2253,0.1980,0.3905,0.7740,0.5288,0.3970,0.4512,1
123,7.2382,0.2383,0.0940,0.5527,0.4389,0.3420,0.3613,2
124,7.2393,0.5833,0.6221,1.0056,0.9141,0.7823,0.8365,1
125,7.2525,0.4865,0.5570,0.7191,0.4898,0.2757,0.3832,5
126,7.3064,0.4499,0.5203,0.6348,0.4532,0.2541,0.2990,5
127,7.3098,0.3050,0.3989,0.8461,0.4097,0.5159,0.5168,1
128,7.3198,0.3395,0.3467,0.7939,0.3361,0.5503,0.5513,4
