spindle_no,time,1.0_dist,2.0_dist,3.0_dist,4.0_dist,5.0_dist,6.0_dist,membership
0,0.0504,0.6249,0.6953,0.6188,0.6282,0.4140,0.4131,6
1,0.2772,0.9348,1.0053,0.5132,0.9382,0.7240,0.7230,3
2,0.2854,0.6337,0.7042,0.6277,0.6370,0.4229,0.4219,6
3,0.2857,0.6310,0.7014,0.8493,0.6343,0.4201,0.5135,5
4,0.3321,0.7894,0.8035,0.5670,0.4586,0.5904,0.5362,4
5,0.3339,0.4302,0.4442,0.6558,0.1462,0.2312,0.2712,4
6,0.3469,0.3669,0.4373,0.7951,0.5240,0.2619,0.4593,5
7,0.3535,0.3706,0.6540,1.0374,0.7663,0.5042,0.7016,1
8,0.4133,0.4127,0.4832,0.6311,0.4160,0.2019,0.2952,5
9,0.4280,0.6456,0.7161,0.6396,0.6489,0.4348,0.4338,6
10,0.4325,0.1424,0.2775,0.6659,0.3899,0.1372,0.3251,5
11,0.4396,0.3179,0.6012,0.9847,0.7136,0.4515,0.6489,1
12,0.4477,0.6640,0.7345,0.6580,0.6674,0.4532,0.4523,6
13,0.4507,0.6098,0.6803,0.4394,0.6132,0.3990,0.3980,6
14,0.4520,0.2170,0.5003,0.8838,0.6126,0.3506,0.5479,1
15,0.4572,0.3384,0.6217,1.0052,0.7341,0.4720,0.6694,1
16,0.4601,0.6742,0.7446,0.5038,0.6775,0.4633,0.4624,6
17,0.4659,0.6676,0.7381,0.4972,0.6709,0.4568,0.4558,6
18,0.4720,0.3533,0.4237,0.7815,0.5104,0.2483,0.4457,5
19,0.5116,0.3589,0.6423,1.0257,0.7546,0.4925,0.6899,1
20,0.5140,0.6248,0.6388,0.8634,0.2939,0.4258,0.4788,4
21,0.7188,0.2641,0.3931,0.8403,0.2801,0.3116,0.4556,1
22,0.7342,0.6379,0.7083,0.8562,0.6412,0.4270,0.5204,5
23,0.7345,1.0124,1.0828,0.5908,1.0157,0.8015,0.8006,3
24,0.7353,0.6325,0.7030,0.8509,0.6359,0.4217,0.5150,5
25,0.7498,0.6540,0.7245,0.8724,0.6574,0.4432,0.5365,5
26,0.7578,0.6311,0.7015,0.8494,0.6344,0.4202,0.5136,5
27,0.8341,0.6144,0.6848,0.8327,0.6177,0.4035,0.4969,5
28,0.8351,0.6179,0.6883,0.8362,0.6212,0.4070,0.5004,5
29,0.8468,0.9211,0.9916,0.4995,0.9244,0.7103,0.7093,3
30,1.0640,0.6793,0.7497,0.6732,0.6826,0.4684,0.4675,6
31,1.1051,0.6120,0.6824,0.8304,0.6153,0.4011,0.4945,5
32,1.3875,0.6232,0.6936,0.8415,0.6265,0.4123,0.5057,5
33,1.4348,0.3212,0.3916,0.7495,0.4783,0.2163,0.4136,5
34,1.6192,0.1923,0.4756,0.8591,0.5880,0.3259,0.5232,1
35,1.6222,0.6528,0.8407,1.2879,0.6753,0.7592,0.9033,1
36,1.6263,0.6563,0.7267,0.8747,0.6596,0.4454,0.5388,5
37,1.6283,0.6573,0.7278,0.8757,0.6607,0.4465,0.5398,5
38,1.9092,0.6711,0.7415,0.6650,0.6744,0.4602,0.4593,6
39,1.9476,0.6712,0.7416,0.6651,0.6745,0.4603,0.4594,6
40,1.9665,0.1657,0.3926,0.8398,0.4189,0.3111,0.4552,1
41,2.0331,0.6258,0.6962,0.8441,0.6291,0.4149,0.5083,5
42,2.1440,0.1482,0.4315,0.8150,0.5439,0.2818,0.4791,1
43,2.3633,0.6686,0.7390,0.6625,0.6719,0.4577,0.4568,6
44,2.9315,0.3120,0.5953,0.9787,0.7076,0.4455,0.6429,1
45,2.9756,0.3145,0.5978,0.9813,0.7102,0.4481,0.6454,1
46,3.2244,0.6432,0.7136,0.8616,0.6465,0.4323,0.5257,5
47,3.3610,0.2883,0.3024,0.6451,0.2242,0.1164,0.2605,5
48,3.3637,0.6474,0.7179,0.8658,0.6508,0.4366,0.5299,5
49,3.4388,0.3476,0.4181,0.7759,0.5048,0.2427,0.4400,5
50,3.4471,0.3481,0.6314,1.0149,0.7437,0.4816,0.6790,1
51,3.4611,0.3785,0.6618,1.0453,0.7741,0.5121,0.7094,1
52,3.4615,0.6752,0.7457,0.6692,0.6785,0.4644,0.4634,6
53,3.4691,0.7795,0.7936,0.7686,0.4487,0.5805,0.5263,4
54,3.4899,0.6666,0.7370,0.6605,0.6699,0.4557,0.4548,6
55,3.4958,0.6235,0.6940,0.8419,0.6269,0.4127,0.5060,5
56,3.5014,0.3903,0.4607,0.8186,0.5474,0.2853,0.4827,5
57,3.5027,0.3518,0.6352,1.0186,0.7475,0.4854,0.6828,1
58,3.5163,0.3626,0.4330,0.7909,0.5197,0.2577,0.4550,5
59,3.5176,0.6234,0.6938,0.8417,0.6267,0.4125,0.5059,5
60,3.5288,0.6466,0.7171,0.8650,0.6499,0.4358,0.5291,5
61,3.6129,0.6232,0.6936,0.8415,0.6265,0.4123,0.5057,5
62,3.6173,1.1247,1.1951,0.7031,1.1280,0.9138,0.9129,3
63,3.6190,0.6806,0.7510,0.6745,0.6839,0.4697,0.4688,6
64,3.6417,0.2012,0.3363,0.7247,0.4486,0.1960,0.3839,5
65,3.6429,0.3372,0.6205,1.0040,0.7329,0.4708,0.6681,1
66,3.6436,0.5333,0.5474,0.8688,0.2562,0.3401,0.4842,4
67,3.6522,0.9434,1.0139,0.5218,0.9467,0.7326,0.7316,3
68,3.6533,0.6163,0.6867,0.3371,0.6196,0.4054,0.4045,3
69,3.6568,0.6173,0.6314,0.5271,0.3389,0.4183,0.3641,4
70,3.6866,0.6247,0.6952,0.8431,0.6281,0.4139,0.5072,5
71,3.7188,0.6287,0.6991,0.6226,0.6320,0.4178,0.4169,6
72,3.7269,0.6412,0.7117,0.5987,0.6446,0.4304,0.4294,6
73,3.7859,0.6744,0.7448,0.6318,0.6777,0.4635,0.4626,6
74,3.7883,0.6491,0.7195,0.8674,0.6524,0.4382,0.5315,5
75,3.7906,0.6549,0.7254,0.8733,0.6582,0.4441,0.5374,5
76,3.8578,0.8199,0.8903,0.3983,0.8232,0.6200,0.6081,3
77,3.8687,0.6454,0.7158,0.6393,0.6487,0.4345,0.4336,6
78,3.8754,0.6555,0.7260,0.8739,0.6588,0.4447,0.5380,5
79,3.9109,0.3319,0.6152,0.9987,0.7276,0.4655,0.6628,1
