spindle_no,time,1.0_dist,2.0_dist,3.0_dist,4.0_dist,5.0_dist,6.0_dist,membership
0,0.1157,0.5927,0.6632,0.5867,0.5961,0.4027,0.3809,6
1,0.2410,0.4254,0.3260,0.5000,0.3639,0.2799,0.2562,6
2,0.4942,0.4137,0.1304,0.3868,0.2904,0.2801,0.1770,2
3,0.8491,0.5703,0.6408,0.7887,0.5736,0.3595,0.4528,5
4,1.0761,0.2004,0.2324,0.5114,0.2402,0.0821,0.1755,5
5,1.0960,0.9697,0.9928,0.5008,0.9257,0.8243,0.7106,3
6,1.3769,0.5200,0.5696,0.7175,0.5025,0.3745,0.3817,5
7,2.1001,0.2051,0.4152,0.7987,0.5359,0.4041,0.4628,1
8,2.2440,0.5501,0.6206,0.7685,0.5535,0.3393,0.4326,5
9,2.5884,0.2588,0.1740,0.4530,0.2723,0.1405,0.1947,5
10,2.7997,0.3891,0.4406,0.8241,0.7199,0.5881,0.6423,1
11,3.5293,0.7105,0.4272,0.6149,0.3149,0.5769,0.4051,4
12,3.7101,0.2188,0.4015,0.7849,0.5496,0.4178,0.4720,1
13,3.7665,0.6453,0.5660,0.4895,0.5838,0.4999,0.3558,6
14,3.8852,0.3763,0.4055,0.7906,0.7072,0.5753,0.6295,1
15,3.9058,0.1833,0.2015,0.5975,0.5141,0.3823,0.4365,1
16,3.9937,0.2373,0.1797,0.6012,0.1652,0.2097,0.2166,4
17,4.0183,0.2927,0.1401,0.4191,0.3062,0.1744,0.2286,2
18,4.0844,0.5974,0.6678,0.5549,0.6007,0.4304,0.3856,6
19,4.1197,0.3161,0.3541,0.7120,0.4408,0.2765,0.3761,5
20,4.1297,0.5052,0.2766,0.6496,0.2149,0.4290,0.4300,4
21,4.1381,0.3978,0.4008,0.4208,0.3363,0.2523,0.1185,6
22,4.1443,0.1834,0.2014,0.5976,0.5142,0.3824,0.4366,1
23,4.1541,0.4087,0.3899,0.4099,0.3472,0.2632,0.1192,6
24,4.1554,0.3022,0.3727,0.7305,0.4594,0.2580,0.3946,5
25,4.1558,0.2323,0.2659,0.7131,0.2105,0.3617,0.3627,4
26,4.1642,0.1365,0.3157,0.7629,0.3200,0.3474,0.3782,1
27,4.1661,0.2563,0.2379,0.6850,0.2540,0.4012,0.4021,2
28,4.1678,0.2407,0.1763,0.5978,0.1686,0.2131,0.2140,4
29,4.1684,0.7446,0.6599,1.1519,0.7270,0.9412,0.9421,2
30,4.1785,0.6275,0.6980,0.5850,0.6309,0.4167,0.4158,6
31,4.1828,0.1101,0.1745,0.6217,0.2856,0.2230,0.2371,1
32,4.1894,0.5869,0.5935,0.1249,0.5264,0.4415,0.3113,3
33,4.1923,0.3421,0.1152,0.4390,0.3556,0.2238,0.2780,2
34,4.1944,0.6635,0.7339,0.6574,0.6668,0.4526,0.4517,6
35,4.1970,0.2296,0.2437,0.6652,0.2223,0.1457,0.2806,5
36,4.1979,0.5920,0.4810,0.4560,0.1963,0.4584,0.2611,4
37,4.2003,0.3805,0.3231,0.7703,0.3334,0.5475,0.5485,2
38,4.2014,0.2908,0.5741,0.9576,0.6865,0.4244,0.6218,1
39,4.2042,0.2897,0.1271,0.4262,0.3233,0.1914,0.2457,2
40,4.2112,0.4519,0.1818,0.6739,0.2490,0.4631,0.4641,2
41,4.2137,0.3131,0.1040,0.5255,0.2409,0.2854,0.2863,2
42,4.2162,0.6675,0.7379,0.4971,0.6708,0.4566,0.4557,6
43,4.2253,0.1364,0.1482,0.5954,0.3116,0.2493,0.2502,1
44,4.2276,0.6145,0.6122,0.2041,0.5529,0.4690,0.3299,3
45,4.2305,0.3287,0.3991,0.7570,0.4858,0.2315,0.4211,5
46,4.2349,0.3086,0.2922,0.7394,0.1268,0.3336,0.3548,4
47,4.2362,0.3130,0.3946,0.8418,0.2527,0.4669,0.4678,4
48,4.2382,0.6322,0.7026,0.6261,0.6355,0.4213,0.4204,6
49,4.2424,0.4280,0.2105,0.5174,0.1344,0.2944,0.2867,4
50,4.2457,0.2989,0.1179,0.4170,0.3325,0.2007,0.2549,2
51,4.2480,0.4898,0.4530,0.8745,0.2619,0.4621,0.4898,4
52,4.2492,0.2115,0.2407,0.6879,0.3779,0.4223,0.4233,1
53,4.2500,0.3907,0.4612,0.6351,0.3941,0.1799,0.2992,5
54,4.2543,0.5501,0.3926,0.8142,0.3082,0.5224,0.5234,4
55,4.2555,0.5297,0.2522,0.6642,0.2393,0.4535,0.4544,4
56,4.2581,0.4125,0.3941,0.2993,0.3510,0.2671,0.1230,6
57,4.2592,0.0665,0.3182,0.7017,0.4306,0.2655,0.3658,1
58,4.2612,0.1711,0.4544,0.8378,0.5667,0.3315,0.5020,1
59,4.2658,0.7231,0.7935,0.7170,0.7264,0.5122,0.5113,6
60,4.2666,0.4383,0.3351,0.4830,0.3767,0.2928,0.2430,6
61,4.2673,0.3689,0.4393,0.6132,0.3722,0.1667,0.2774,5
62,4.2683,0.3585,0.4149,0.5628,0.3477,0.2130,0.2269,5
63,4.2690,0.6228,0.6932,0.6167,0.6261,0.4119,0.4110,6
64,4.2716,0.6062,0.6626,0.4218,0.5955,0.4608,0.3804,6
65,4.2737,0.1479,0.1409,0.5881,0.3002,0.2420,0.2429,2
66,4.2769,0.1526,0.4343,0.8178,0.5467,0.3516,0.4820,1
67,4.2778,0.5136,0.5840,0.7319,0.5169,0.3601,0.3960,5
