spindle_no,time,1.0_dist,2.0_dist,3.0_dist,4.0_dist,5.0_dist,6.0_dist,membership
0,0.5333,0.5892,0.6572,1.0407,0.9200,0.7882,0.8424,1
1,0.5407,0.9270,0.9974,0.5054,0.9303,0.7161,0.7152,3
2,0.5416,0.4409,0.5786,0.9621,0.6910,0.4289,0.6262,5
3,0.5445,0.3933,0.5310,0.9145,0.6433,0.3813,0.5786,5
4,0.5523,0.4081,0.5458,0.9293,0.6582,0.3961,0.5934,5
5,0.5878,0.4407,0.5784,0.9619,0.6908,0.4287,0.6261,5
6,0.6052,0.5809,0.6513,0.5913,0.5842,0.3700,0.3691,6
7,0.6254,0.1256,0.1577,0.5514,0.3080,0.1909,0.2304,1
8,0.6577,0.6113,0.5261,0.2463,0.5498,0.4659,0.3218,3
9,0.7951,0.3840,0.4700,0.8535,0.5824,0.4374,0.5176,1
10,0.8630,0.4498,0.5875,0.9710,0.6999,0.4378,0.6351,5
11,0.8644,0.5018,0.5308,0.6388,0.4637,0.3564,0.3029,6
12,0.9007,0.4090,0.5468,0.9303,0.6591,0.3971,0.5944,5
13,0.9145,0.5794,0.6499,0.5898,0.5827,0.3686,0.3676,6
14,0.9456,0.4861,0.4720,0.9004,0.8169,0.6851,0.7393,2
15,0.9669,0.4481,0.5859,0.9694,0.6982,0.4361,0.6335,5
16,0.9853,0.5102,0.5806,0.7365,0.5135,0.2993,0.4006,5
17,0.9926,0.4535,0.5912,0.9747,0.7036,0.4415,0.6388,5
18,1.0810,0.5109,0.5813,0.7372,0.5142,0.3000,0.4014,5
19,1.0853,0.5394,0.6099,0.7658,0.5428,0.3286,0.4299,5
20,1.1167,0.4637,0.6014,0.9849,0.7138,0.4517,0.6491,5
21,1.2339,0.5099,0.5228,0.6308,0.4557,0.3644,0.2949,6
22,1.2341,0.5548,0.6253,0.2876,0.5582,0.3440,0.3430,3
23,1.4518,0.5127,0.5831,0.7390,0.5160,0.3018,0.4031,5
24,1.4625,0.4059,0.5436,0.9271,0.6559,0.3939,0.5912,5
25,1.4921,0.3238,0.6071,0.9906,0.7194,0.4574,0.6547,1
26,1.5493,0.4858,0.5563,0.7122,0.4891,0.2868,0.3763,5
27,1.6305,0.5826,0.6531,0.5930,0.5859,0.3718,0.3708,6
28,1.6541,0.5566,0.6270,0.7350,0.5599,0.3457,0.3991,5
29,1.6880,0.5664,0.6368,0.7448,0.5697,0.3555,0.4089,5
30,1.6941,0.4973,0.5678,0.7237,0.5006,0.2865,0.3878,5
31,1.6976,0.6147,0.6852,0.7932,0.6181,0.4039,0.4573,5
32,1.7034,1.1527,1.2232,0.7311,1.1560,0.9419,0.9409,3
33,1.7532,0.4700,0.5405,0.6964,0.4733,0.3026,0.3605,5
34,1.7557,0.5354,0.5721,0.5121,0.5050,0.3900,0.2899,6
35,1.7566,0.5475,0.6180,0.3382,0.5508,0.3740,0.3357,6
36,1.7726,1.3275,1.0441,0.7933,0.9318,1.1939,0.9965,3
37,1.7756,0.4860,0.5025,0.6584,0.4354,0.3405,0.3225,6
38,1.8115,0.4306,0.5683,0.9518,0.6806,0.4186,0.6159,5
39,1.8253,0.3811,0.4729,0.8564,0.5853,0.4345,0.5205,1
40,2.0477,0.5657,0.8490,1.2325,0.9613,0.6992,0.8966,1
41,2.2371,0.2881,0.5714,0.9549,0.6838,0.4219,0.6190,1
42,2.2855,0.6304,0.7008,0.8088,0.6337,0.4195,0.4729,5
43,2.2963,0.4518,0.5896,0.9731,0.7019,0.4399,0.6372,5
44,2.2967,0.4671,0.6049,0.9883,0.7172,0.4551,0.6525,5
45,2.3087,0.4610,0.5314,0.6873,0.4643,0.3116,0.3514,5
46,2.3243,0.2880,0.3585,0.4903,0.2914,0.1250,0.1544,5
47,2.3325,0.3597,0.4974,0.8809,0.6097,0.4100,0.5450,1
48,2.3328,0.2492,0.4212,0.8046,0.5335,0.2714,0.4688,1
49,2.3353,0.6631,0.4445,0.4210,0.6016,0.5177,0.3736,6
50,2.3629,0.3997,0.2292,0.3610,0.3382,0.2543,0.1884,6
51,2.3665,0.5306,0.3316,0.8236,0.4470,0.6129,0.6138,2
52,2.3721,0.4284,0.5661,0.9496,0.6785,0.4164,0.6138,5
53,2.3764,0.6111,0.8944,1.2778,1.0067,0.7446,0.9420,1
54,2.3782,0.5949,0.6653,0.8212,0.5982,0.3840,0.4853,5
55,2.3826,1.9380,1.6547,1.5751,1.5423,1.8044,1.6071,4
56,2.3919,0.5285,0.5989,0.7069,0.5318,0.3176,0.3710,5
57,2.3968,0.2705,0.5538,0.9373,0.6662,0.4395,0.6014,1
58,2.3986,0.3902,0.2387,0.3705,0.3287,0.2448,0.1789,6
59,2.3991,0.6310,0.5064,0.2266,0.5694,0.4855,0.3415,3
