spindle_no,time,1.0_dist,2.0_dist,3.0_dist,4.0_dist,5.0_dist,6.0_dist,membership
0,2.7862,0.4556,0.2286,0.6275,0.5441,0.4123,0.4665,2
1,2.7887,1.4013,1.1180,1.3870,1.0057,1.2677,1.1772,4
2,2.7899,0.6301,0.3468,0.6246,0.3978,0.4965,0.4147,2
3,2.8000,0.5397,0.6101,0.7532,0.5430,0.3389,0.4173,5
4,2.8012,0.3368,0.1098,0.5087,0.4253,0.2934,0.3477,2
5,2.8026,0.5690,0.3420,0.7409,0.6575,0.5256,0.5799,2
6,2.8148,0.5515,0.5514,0.4323,0.4900,0.4061,0.2692,6
7,2.8168,0.2861,0.0999,0.4580,0.3746,0.2427,0.2969,2
8,2.8187,0.9687,0.6854,0.9632,0.7364,0.8351,0.7534,2
9,2.8218,0.2499,0.3827,0.7661,0.5807,0.4489,0.5031,1
10,2.8325,0.5374,0.3153,0.8074,0.3825,0.5966,0.5976,2
11,2.8506,0.6765,0.4496,0.4120,0.6150,0.5311,0.3870,6
12,2.8542,0.6917,0.4083,0.6861,0.4594,0.5581,0.4763,2
13,2.8632,0.9208,0.6375,1.0411,0.6162,0.8304,0.8313,4
14,2.8681,1.0417,0.8148,0.7772,0.9802,0.8963,0.7522,6
15,2.8759,0.4283,0.2013,0.6002,0.5168,0.3850,0.4392,2
16,2.8872,1.5667,1.2834,1.6307,1.2058,1.4331,1.4209,4
17,2.8982,0.7881,0.5661,1.0581,0.6332,0.8474,0.8483,2
18,2.8990,0.7755,0.4922,0.7700,0.5432,0.6419,0.5602,2
19,2.9021,0.5409,0.4466,0.1991,0.4794,0.3954,0.2514,3
20,2.9032,0.9809,0.6976,0.7053,0.5852,0.8473,0.6499,4
21,2.9067,0.4762,0.1929,0.4706,0.2439,0.3426,0.2608,2
22,2.9094,0.3809,0.1540,0.5528,0.4694,0.3376,0.3918,2
23,2.9117,0.9369,0.6536,0.9226,0.5413,0.8033,0.7128,4
24,2.9233,0.5652,0.6356,0.7787,0.5685,0.3543,0.4428,5
25,2.9256,0.8674,0.5841,0.9675,0.5426,0.7567,0.7577,4
26,2.9293,0.6017,0.4927,0.6358,0.5402,0.4563,0.4017,6
27,2.9374,1.1679,0.8846,1.0464,0.7723,1.0343,0.8370,4
28,2.9402,0.3804,0.2674,0.4742,0.1384,0.2469,0.1390,4
29,2.9431,0.8117,0.5848,0.5106,0.7502,0.6663,0.5222,3
30,2.9464,0.5458,0.6162,0.7593,0.5491,0.3349,0.4234,5
31,2.9534,0.3173,0.0903,0.4892,0.4058,0.2739,0.3282,2
32,2.9565,0.5116,0.4759,0.2283,0.4501,0.3662,0.2221,6
33,2.9591,0.2509,0.5342,0.9177,0.6465,0.3845,0.5818,1
34,2.9600,0.8006,0.5173,0.7951,0.5683,0.6670,0.5852,2
35,2.9648,0.6809,0.7513,0.8944,0.6842,0.4700,0.5586,5
36,2.9811,0.9935,0.7102,0.7364,0.5979,0.8599,0.6626,4
37,2.9858,0.6966,0.4133,0.6650,0.4546,0.5631,0.4552,2
38,2.9937,0.2051,0.2755,0.6295,0.3584,0.0963,0.2937,5
39,3.0047,0.5368,0.3098,0.7087,0.6253,0.4935,0.5477,2
40,3.0158,0.9019,0.6186,0.7418,0.5063,0.7683,0.5710,4
41,3.0174,0.9314,0.6481,0.8997,0.5357,0.7978,0.6899,4
42,3.0187,1.5100,1.2267,1.4957,1.1143,1.3764,1.2859,4
43,3.0332,0.5378,0.6083,0.7514,0.5412,0.3407,0.4155,5
44,3.0381,0.5313,0.6017,0.7448,0.5346,0.3472,0.4090,5
45,3.0508,1.0359,0.7525,1.0303,0.8036,0.9023,0.8205,2
46,3.0616,0.7313,0.4480,0.5711,0.3356,0.5977,0.4004,4
47,3.0728,0.8137,0.5304,0.3049,0.5815,0.6802,0.4828,3
48,3.0768,0.6768,0.4498,0.4123,0.6153,0.5313,0.3873,6
49,3.0782,0.5544,0.6249,0.7679,0.5577,0.3436,0.4321,5
50,3.1020,0.3939,0.3798,0.8081,0.7247,0.5929,0.6471,2
