spindle_no,time,1.0_dist,2.0_dist,3.0_dist,4.0_dist,5.0_dist,6.0_dist,membership
0,0.1624,0.4914,0.5619,0.6232,0.4948,0.2806,0.2873,5
1,0.4021,0.6985,0.4152,0.2596,0.5381,0.5649,0.3676,3
2,0.5194,1.3952,1.1118,1.3388,0.9995,1.2616,1.1290,4
3,0.5209,0.5128,0.4807,0.4986,0.4513,0.3674,0.2233,6
4,0.6489,0.4697,0.1864,0.6236,0.4339,0.4129,0.4138,2
5,0.7116,0.5357,0.6061,0.9348,0.6637,0.4016,0.5989,5
6,0.7924,0.4968,0.4316,0.2972,0.4353,0.3514,0.2073,6
7,0.8186,0.4533,0.1700,0.6072,0.4175,0.3965,0.3974,2
8,0.8741,0.5697,0.4238,0.4417,0.5082,0.4242,0.2802,6
9,0.9711,0.6798,0.3964,0.2409,0.5193,0.5462,0.3488,3
10,0.9773,0.2521,0.2204,0.6487,0.5653,0.4335,0.4877,2
11,1.3155,0.2130,0.1975,0.6096,0.5262,0.3944,0.4486,2
12,1.3394,0.6130,0.3860,0.7595,0.6761,0.5443,0.5985,2
13,1.6158,0.6003,0.5685,0.9969,0.9135,0.7816,0.8358,2
14,1.7093,0.7566,0.5297,0.6358,0.6951,0.6112,0.4748,6
15,2.0754,0.5230,0.3858,0.7144,0.5862,0.4543,0.5085,2
16,2.3315,0.5674,0.3914,0.4527,0.5058,0.4219,0.2855,6
17,2.3642,0.5621,0.6326,0.6939,0.5655,0.3513,0.3580,5
18,2.4051,0.5642,0.3446,0.7108,0.6274,0.4955,0.5497,2
19,2.4399,0.5203,0.4082,0.2737,0.4587,0.3748,0.2308,6
20,2.4519,1.3579,1.0746,0.9779,0.9622,1.2243,1.0270,4
21,2.4548,0.4531,0.5056,0.5669,0.4385,0.3077,0.2311,6
22,2.4608,1.0949,0.8116,1.0547,0.6993,0.9613,0.8449,4
23,2.4659,0.5409,0.3876,0.2531,0.4793,0.3954,0.2514,6
24,2.4732,1.0186,0.7353,0.4577,0.6230,0.8850,0.6877,3
25,2.4760,1.0231,0.7398,0.4621,0.6274,0.8895,0.6921,3
26,2.4787,0.4724,0.4864,0.5477,0.4193,0.3269,0.2118,6
27,2.4882,1.0748,0.7914,0.6630,0.9230,0.9412,0.7438,3
28,2.4974,1.0797,0.7964,0.8573,0.6841,0.9461,0.7488,4
29,2.5014,1.1093,0.8260,0.9959,0.7137,0.9757,0.7861,4
30,2.5179,1.4622,1.1789,1.0368,1.0665,1.3286,1.1313,3
31,2.5411,0.4337,0.5041,0.8328,0.5616,0.3360,0.4969,5
32,2.5673,0.3554,0.2850,0.7770,0.3700,0.5663,0.5672,2
33,2.5693,0.7821,0.4988,0.3433,0.6217,0.6486,0.4512,3
34,2.5795,0.3009,0.3500,0.7972,0.5328,0.5117,0.5127,1
35,2.5903,0.5497,0.6201,0.6380,0.5530,0.3388,0.3379,6
36,2.6190,0.8200,0.5367,0.3116,0.4422,0.6864,0.4891,3
37,2.6436,0.7001,0.5917,0.2990,0.3136,0.5665,0.3692,3
38,2.6602,1.0472,0.7639,0.4666,0.6516,0.9136,0.7163,3
39,2.6720,0.5093,0.3995,0.7281,0.5725,0.4406,0.4948,2
40,2.8643,0.4201,0.4887,0.8173,0.5462,0.3514,0.4815,5
41,2.8796,0.5474,0.5615,0.3882,0.4606,0.3484,0.2942,6
42,2.8911,0.6696,0.3863,0.2307,0.5092,0.5360,0.3387,3
43,2.9564,0.5595,0.3690,0.2429,0.4980,0.4140,0.2700,3
44,2.9993,1.1200,0.8367,0.6116,0.7422,0.9865,0.7891,3
45,4.0841,0.6593,0.3760,0.2204,0.4989,0.5257,0.3283,3
46,4.6232,1.3844,1.1011,1.2564,0.9888,1.2509,1.0535,4
47,4.7364,0.4800,0.4289,0.7575,0.5431,0.4113,0.4655,5
48,4.7367,0.6182,0.3913,0.3016,0.5567,0.4728,0.3287,3
49,4.7754,1.1116,1.1820,0.6900,1.1149,0.9007,0.8998,3
50,4.8430,0.5699,0.6403,0.9690,0.6978,0.4357,0.6331,5
51,4.8679,0.0789,0.3445,0.7280,0.4569,0.2473,0.3922,1
52,4.8683,0.5504,0.6208,0.9495,0.6783,0.4163,0.6136,5
53,4.8719,0.4250,0.4839,0.8125,0.5414,0.3562,0.4767,5
54,4.8733,0.5255,0.8088,1.1923,0.9212,0.6591,0.8565,1
55,4.9051,0.4458,0.7292,1.1126,0.8415,0.5794,0.7768,1
56,4.9159,0.4709,0.4575,0.3231,0.4094,0.3255,0.1814,6
