spindle_no,time,1.0_dist,2.0_dist,3.0_dist,4.0_dist,5.0_dist,6.0_dist,membership
0,0.0650,1.4276,1.1443,0.7608,1.0319,1.2940,1.0967,3
1,0.0656,1.1063,0.8793,0.4321,1.0447,0.9608,0.8168,3
2,1.8376,1.6555,1.3722,1.1424,1.2599,1.5219,1.3246,3
3,2.0757,0.3332,0.4036,0.7615,0.4903,0.2283,0.4256,5
4,2.1763,1.0063,1.0768,0.5847,1.0096,0.7955,0.7945,3
5,2.1971,0.5233,0.5524,0.1508,0.4853,0.3889,0.2702,3
6,2.1979,0.5974,0.6679,0.4271,0.6008,0.3866,0.3857,6
7,2.2085,1.3874,1.1381,0.7269,0.9917,1.2538,1.0565,3
8,2.2104,0.5880,0.6585,0.4176,0.5913,0.3895,0.3762,6
9,2.2451,0.5924,0.6629,0.4220,0.5957,0.3851,0.3806,6
10,2.2463,0.6122,0.6826,0.8305,0.6155,0.4013,0.4947,5
11,2.2518,0.5615,0.6319,0.3911,0.5648,0.4160,0.3497,6
12,2.2554,1.1941,1.2082,0.7799,0.8633,1.0530,0.9409,3
13,2.2759,0.8725,0.8866,0.4582,0.5417,0.7369,0.6193,3
14,2.2867,1.1271,1.1975,0.7055,1.1304,0.9162,0.9153,3
15,2.2979,0.8912,0.9053,0.6193,0.5604,0.6922,0.6380,4
16,2.3629,0.6238,0.6942,0.3446,0.6271,0.4129,0.4120,3
17,2.3664,0.3728,0.4432,0.8010,0.5299,0.2678,0.4652,5
18,2.3719,0.1189,0.2540,0.6440,0.3663,0.1153,0.3016,5
19,2.3889,0.5850,0.6555,0.8034,0.5884,0.3742,0.4675,5
20,2.3954,0.3652,0.4357,0.7935,0.5224,0.2603,0.4576,5
21,2.5031,0.6381,0.7085,0.4677,0.6414,0.4272,0.4263,6
22,2.5313,0.1343,0.2694,0.6594,0.3818,0.1307,0.3170,5
23,2.5913,0.3883,0.4587,0.8166,0.5454,0.2834,0.4807,5
24,2.5915,0.6791,0.7495,0.5087,0.6824,0.4682,0.4673,6
25,2.6698,0.6839,0.7543,0.6414,0.6872,0.4730,0.4721,6
26,2.7641,0.6552,0.7257,0.6492,0.6585,0.4444,0.4434,6
27,2.7728,0.3931,0.6764,1.0599,0.7887,0.5267,0.7240,1
28,2.7758,0.6430,0.7134,0.8613,0.6463,0.4321,0.5255,5
29,2.7816,0.2153,0.4986,0.8821,0.6110,0.3489,0.5462,1
30,2.8292,0.3979,0.6812,1.0647,0.7935,0.5314,0.7288,1
31,2.8504,0.3258,0.3399,0.6825,0.2597,0.1538,0.2979,5
32,2.8516,0.3663,0.4367,0.6106,0.3696,0.1554,0.2748,5
33,2.8716,0.6395,0.7099,0.5970,0.6428,0.4286,0.4277,6
34,2.8726,0.6775,0.7479,0.6714,0.6808,0.4666,0.4657,6
35,2.9816,0.3301,0.4005,0.7583,0.4872,0.2251,0.4225,5
36,3.0471,0.3663,0.4368,0.7946,0.5235,0.2614,0.4588,5
37,3.1494,0.7133,0.7837,0.6708,0.7166,0.5024,0.5015,6
38,3.2439,0.5734,0.6438,0.2942,0.5767,0.3677,0.3616,3
39,3.3277,0.6581,0.7286,0.4877,0.6614,0.4473,0.4463,6
40,3.3324,0.7029,0.9862,1.3697,1.0986,0.8365,1.0338,1
41,3.3446,0.6740,0.7444,0.6679,0.6773,0.4631,0.4622,6
42,3.3574,0.7151,0.7855,0.6726,0.7184,0.5042,0.5033,6
43,3.3668,0.6328,0.7033,0.8512,0.6362,0.4220,0.5153,5
44,3.4246,0.3345,0.4049,0.7628,0.4916,0.2296,0.4269,5
45,3.4464,0.6631,0.7335,0.6205,0.6664,0.4522,0.4513,6
46,3.4502,1.0479,1.1183,0.6263,1.0512,0.8370,0.8361,3
47,3.4561,0.6516,0.7220,0.4812,0.6549,0.4407,0.4398,6
48,3.4689,0.6947,0.7651,0.6886,0.6980,0.4838,0.4829,6
49,3.5257,0.6961,0.7666,0.6536,0.6994,0.4853,0.4843,6
50,3.5405,0.6602,0.7307,0.8786,0.6636,0.4494,0.5427,5
51,3.6035,0.6658,0.7362,0.6597,0.6691,0.4549,0.4540,6
52,3.6045,0.3571,0.3712,0.7139,0.2910,0.1852,0.3292,5
53,3.6219,0.3921,0.4625,0.8204,0.5492,0.2872,0.4845,5
54,3.6473,0.1653,0.3004,0.6904,0.4127,0.1617,0.3480,5
55,3.7619,0.3900,0.6733,1.0568,0.7857,0.5236,0.7209,1
56,3.7906,0.6495,0.7200,0.6435,0.6529,0.4387,0.4378,6
57,3.8745,0.3703,0.4408,0.7986,0.5275,0.2654,0.4627,5
58,3.9300,0.6667,0.7372,0.6607,0.6700,0.4559,0.4549,6
59,4.1834,0.4010,0.6843,1.0678,0.7966,0.5346,0.7319,1
60,4.2277,0.2978,0.3119,0.6747,0.2574,0.1460,0.2901,5
