spindle_no,time,1.0_dist,2.0_dist,3.0_dist,4.0_dist,5.0_dist,6.0_dist,membership
0,0.0220,0.6835,0.7540,0.5131,0.6868,0.4727,0.4717,6
1,0.0222,0.5365,0.4433,0.2661,0.3465,0.4030,0.2056,6
2,0.0227,0.3384,0.3525,0.4747,0.2132,0.1944,0.0900,6
3,0.0233,0.6750,0.6890,0.4031,0.3466,0.4760,0.4217,4
4,0.0608,0.6715,0.7419,0.8898,0.6748,0.4606,0.5540,5
5,0.1300,0.4584,0.5288,0.8867,0.6155,0.3535,0.5508,5
6,0.2907,0.5944,0.6649,0.8128,0.5978,0.3836,0.4769,5
7,0.5589,0.6362,0.7067,0.5937,0.6396,0.4254,0.4245,6
8,0.5847,1.1881,0.9611,0.7651,1.1265,1.0426,0.8986,3
9,0.6562,0.6246,0.6950,0.4542,0.6279,0.4386,0.4128,6
10,0.8862,0.6788,0.7493,0.5084,0.6821,0.4680,0.4670,6
11,1.3292,0.7160,0.7865,0.6735,0.7193,0.5052,0.5042,6
12,1.4598,0.1143,0.2727,0.6905,0.3850,0.1618,0.3203,1
13,1.4614,0.9558,1.0263,0.5342,0.9592,0.7450,0.7440,3
14,1.4628,0.2806,0.3241,0.5236,0.2570,0.0816,0.1534,5
15,1.4805,0.3038,0.5871,0.9706,0.6994,0.4374,0.6347,1
16,1.5248,0.6339,0.7044,0.8523,0.6373,0.4231,0.5164,5
17,1.6286,0.9059,0.7735,0.3968,0.5102,0.7723,0.5750,3
18,1.6367,0.4006,0.4710,0.4910,0.4039,0.2026,0.1888,6
19,1.6370,0.6894,0.7598,0.5190,0.6927,0.4785,0.4776,6
20,1.6380,0.7055,0.7759,0.4262,0.7088,0.4946,0.4937,3
21,1.6411,0.4820,0.3528,0.2191,0.3935,0.3484,0.1655,6
22,1.6593,0.5050,0.3273,0.2325,0.4435,0.3596,0.2155,6
23,1.6634,0.3291,0.1131,0.4462,0.3627,0.2309,0.2851,2
24,1.6664,1.0142,0.7950,0.3901,0.6185,0.8806,0.6833,3
25,1.6676,0.1977,0.3328,0.7163,0.4451,0.1831,0.3804,5
26,1.6711,0.2947,0.1638,0.4428,0.3081,0.1763,0.2305,2
27,1.6742,0.2350,0.5183,0.9018,0.6307,0.3686,0.5659,1
28,1.6746,0.8705,0.9409,0.4489,0.8738,0.6596,0.6587,3
29,1.6898,0.3626,0.4331,0.6070,0.3660,0.1882,0.2711,5
30,1.6902,0.6355,0.4085,0.3586,0.5739,0.4900,0.3460,6
31,1.6919,0.6706,0.7410,0.5002,0.6739,0.4597,0.4588,6
32,1.6952,0.6371,0.7075,0.6310,0.6404,0.4262,0.4253,6
33,1.6957,0.3655,0.6488,1.0323,0.7612,0.4991,0.6964,1
34,1.6978,0.3826,0.4364,0.4565,0.3693,0.2371,0.1542,6
35,1.6984,0.6590,0.7295,0.4026,0.6624,0.4482,0.4473,3
36,1.7035,0.6672,0.4402,0.5051,0.6056,0.5217,0.3777,6
37,1.7050,0.4174,0.4016,0.4216,0.3559,0.2720,0.1279,6
38,1.7102,0.8477,0.8618,0.4851,0.5169,0.6839,0.5945,3
39,1.7143,0.6715,0.4964,0.0387,0.5830,0.5379,0.3550,3
40,1.7153,0.5496,0.6200,0.7679,0.5529,0.3387,0.4321,5
41,1.7174,0.3654,0.2031,0.6315,0.5480,0.4162,0.4704,2
42,1.7186,0.5718,0.5525,0.3285,0.3156,0.4382,0.2852,6
43,1.7237,0.4260,0.4246,0.2790,0.3575,0.2924,0.1424,6
44,1.7266,0.2238,0.5071,0.8906,0.6194,0.3573,0.5547,1
45,1.7268,0.6994,0.5681,0.2412,0.6379,0.5540,0.4099,3
46,1.7279,0.1439,0.1395,0.5612,0.3271,0.2380,0.2495,2
47,1.7290,0.1866,0.2297,0.6768,0.3889,0.3975,0.3984,1
48,1.7305,0.0989,0.1844,0.6022,0.3048,0.2118,0.2321,1
49,1.7310,0.6582,0.7286,0.6521,0.6615,0.4473,0.4464,6
50,1.7326,0.6665,0.7369,0.6604,0.6698,0.4556,0.4547,6
51,1.7333,0.6000,0.6163,0.5398,0.5492,0.4546,0.3340,6
52,1.7351,0.3671,0.4217,0.5696,0.3546,0.2216,0.2338,5
53,1.7421,0.2278,0.5076,0.8911,0.6199,0.4268,0.5552,1
54,1.7430,0.7054,0.5809,0.2313,0.6439,0.5600,0.4159,3
55,1.7490,0.4396,0.5100,0.6579,0.4429,0.2287,0.3221,5
56,1.7515,0.6441,0.7146,0.3649,0.6475,0.4333,0.4324,3
57,1.7624,0.3935,0.4255,0.4455,0.3584,0.2481,0.1432,6
58,1.7744,0.4433,0.5138,0.4190,0.4466,0.2325,0.2315,6
59,1.7798,1.0582,1.1286,0.6366,1.0615,0.8473,0.8464,3
60,1.7850,0.6962,0.7667,0.5259,0.6996,0.4854,0.4845,6
61,1.8233,0.6774,0.7479,0.6349,0.6808,0.4666,0.4657,6
62,1.8466,0.0926,0.2510,0.6688,0.3633,0.1452,0.2986,1
63,1.8523,0.6674,0.7379,0.6614,0.6708,0.4566,0.4557,6
64,1.8573,0.6376,0.7080,0.6315,0.6409,0.4267,0.4258,6
65,1.8844,0.4037,0.4741,0.8319,0.5608,0.2987,0.4961,5
