spindle_no,time,1.0_dist,2.0_dist,3.0_dist,4.0_dist,5.0_dist,6.0_dist,membership
0,0.0069,0.6634,0.7338,0.6974,0.6667,0.4525,0.4516,6
1,0.0181,0.9072,0.9777,0.4857,0.9106,0.6964,0.6955,3
2,0.0189,0.2756,0.2897,0.7258,0.2932,0.1971,0.3411,5
3,0.0196,0.5376,0.6081,0.8594,0.5883,0.3268,0.5235,5
4,0.0249,0.6580,0.7284,0.7322,0.6613,0.4471,0.4462,6
5,0.0332,1.0832,1.1537,0.6616,1.0866,0.8724,0.8715,3
6,0.0436,0.5869,0.6573,0.9086,0.6375,0.3760,0.5728,5
7,0.0477,0.3204,0.4902,0.8737,0.6026,0.3405,0.5378,1
8,0.0516,0.9321,0.9462,0.8325,0.6013,0.7331,0.6789,4
9,0.0528,0.4233,0.4937,0.6040,0.4266,0.2124,0.2681,5
10,0.0698,0.4179,0.4883,0.5986,0.4212,0.2070,0.2628,5
11,0.1098,0.5680,0.6384,0.8897,0.6186,0.3571,0.5539,5
12,0.1187,0.6347,0.7051,0.5277,0.6380,0.4238,0.4229,6
13,0.1192,0.4341,0.7174,1.1009,0.8298,0.5677,0.7650,1
14,0.1214,0.5109,0.5813,0.8326,0.5615,0.3000,0.4968,5
15,0.1229,0.6391,0.7095,0.5321,0.6424,0.4282,0.4273,6
16,0.1432,0.4868,0.7701,1.1536,0.8824,0.6203,0.8177,1
17,0.1445,0.6454,0.7159,0.7197,0.6487,0.4346,0.4336,6
18,0.1501,1.0979,1.1683,0.6763,1.1012,0.8870,0.8861,3
19,0.1506,0.3297,0.4995,0.8830,0.6119,0.3498,0.5471,1
20,0.1536,0.5932,0.6637,0.9150,0.6438,0.3824,0.5791,5
21,0.1575,0.6004,0.6708,0.9221,0.6510,0.3895,0.5863,5
22,0.1686,0.3704,0.4408,0.7208,0.4497,0.1876,0.3850,5
23,0.4764,0.1978,0.3029,0.6864,0.4152,0.1532,0.3505,5
24,0.5159,0.3378,0.5075,0.8910,0.6199,0.3578,0.5551,1
25,0.5221,0.2749,0.5582,0.9417,0.6705,0.4085,0.6058,1
26,0.5414,0.6068,0.6773,0.9286,0.6575,0.3960,0.5927,5
27,0.5476,0.6082,0.6786,0.6422,0.6115,0.3973,0.3964,6
28,0.5649,0.6339,0.7044,0.5269,0.6373,0.4231,0.4222,6
29,0.5663,0.5938,0.6642,0.9156,0.6444,0.3830,0.5797,5
30,0.5745,0.6829,0.7533,0.7169,0.6862,0.4720,0.4711,6
31,0.5750,0.3264,0.4962,0.8797,0.6085,0.3465,0.5438,1
32,0.5848,0.6372,0.7077,0.6713,0.6406,0.4264,0.4254,6
33,0.5873,0.6636,0.7340,0.7378,0.6669,0.4527,0.4518,6
34,0.5908,0.3937,0.4641,0.7155,0.4443,0.1828,0.3796,5
35,0.5961,0.2551,0.3106,0.7578,0.1452,0.2989,0.3731,4
36,0.6016,0.3215,0.6048,0.9883,0.7172,0.4551,0.6524,1
37,0.6049,0.5931,0.6635,0.9148,0.6437,0.3822,0.5790,5
38,0.6507,0.3455,0.5153,0.8988,0.6277,0.3656,0.5629,1
39,0.6623,0.1664,0.2798,0.7270,0.3833,0.1983,0.3424,1
40,0.6667,0.5601,0.6305,0.8819,0.6107,0.3493,0.5460,5
